ls_product_id,barcode,ls_name,error
9dc778a7-ba13-41e9-aac7-3dd172f13a6b,197150468412,Wrangler Retro® Short Sleeve T-Shirt Regular Fit (W-KON-112375864-ANT-XS),barcode already used by another LS product
290881e1-286f-4a3f-af5c-111a3ca7a56d,197150468450,Wrangler Retro® Short Sleeve T-Shirt Regular Fit (W-KON-112375864-ANT-XS),barcode already used by another LS product
3cb82fe0-5b83-41fb-a06d-7b36bcc57581,197150467439,Wrangler Retro® Short Sleeve T-Shirt Regular Fit (W-KON-112375864-ANT-XS),barcode already used by another LS product
e6506d55-8355-4563-adb8-31d71afd9f3d,197150468436,Wrangler Retro® Short Sleeve T-Shirt Regular Fit (W-KON-112375864-ANT-XS),barcode already used by another LS product
358d2bad-5616-4f00-bf52-27f07cf391e7,191683257321,Wrangler Trouser Jean (K-KON-1009GWWDI-10-R),barcode already used by another LS product
cf7df2b1-e7a8-4d21-bba8-fc980caf4f7d,191056434243,Wrangler Western Shirt (W-KON-LW011FA-L),barcode already used by another LS product
f9e8b0fd-e2aa-41a2-b225-e0c6bb28ccd4,191056434236,Wrangler Western Shirt (W-KON-LW011FA-M),barcode already used by another LS product
992cdf73-51c1-4beb-a427-1d3d49ed88a3,701340794955,A.W.SB112WrkhogCH (A-MFW-A290001707),barcode already used by another LS product
d6227804-1b6c-42a1-9b0f-27c67a65dcdf,195556091746,Always Be My Baby Hat (A-GEN-CSABMB-0640NUM0-NAT-M),barcode already used by another LS product
a1f6c180-9787-4f63-94a0-45e70c0a9649,195556091777,Always Be My Baby Hat (A-GEN-CSABMB-0640NUS0-NAT-S),barcode already used by another LS product
fa766707-ce80-43f8-a68f-d1d002779f21,701340792326,Ariat Cap Toe Bug Stiich Brim Rope Black (A-MFW-A300092201),barcode already used by another LS product
12d8c9ea-c7bd-45fd-9d4e-44c5ee47fda8,701340765627,Ariat Girls Ponyflo Cap Aztec Print Logo Pink (K-MFW-A300087930-AZT-OS),barcode already used by another LS product
42d45a3a-40e5-411e-b00f-dea9003e141e,701340803749,Ariat Ladies Cap Snap Back Checker Patch White (A-MFW-A300093505-WHI-OS),barcode already used by another LS product
42e01ad1-711b-4a93-834f-ed4ac463d2e6,701340781511,Ariat Ladies PonyFlo Cap Fabric Front Multicolor (A-MFW-A300089597-BRO),barcode already used by another LS product
44f5d8fe-ca44-4208-99cc-5108f5944ca5,701340775763,Ariat Mens Cap R112 Aces 3D Embroidered Black (A-MFW-A300086901),barcode already used by another LS product
2a64595a-95e0-4ed8-bc33-40fffcdc8534,701340803817,Ariat Mens Cap Snap Back Diamond Patch Black (A-MFW-A300094201),barcode already used by another LS product
ea7d0e26-6e94-4dc9-a693-022a188a6431,701340792388,Ariat Mens Cap Snap Back Embroidered Shield Camo Black Grey (A-MFW-A300092866),barcode already used by another LS product
c66d49b3-133a-4a0f-a9cf-f0cf54a82da2,701340792333,Ariat Trucker Hat (A-MFW-A300092308-BEI-OS),barcode already used by another LS product
