confidence,name_similarity,match_type,ls_product_id,ls_name,ls_sku,brand,ls_current_type_id,our_category,our_sku,our_name
HIGH,1.0,direct_id,b8175994-1c9f-4d9a-801d-d0e5d317687a,Color Intensifier & Shampoo,10769,,,6 Piece Grooming Kit with Carrying Bag,,Color Intensifier & Shampoo
HIGH,1.0,direct_id,06ded2f1-7e63-4c7f-8e5a-9bb4855dcc20,Cowtown Pony Small Zip Top Tote – Hair-On Hide Genuine Leather,W-GEN-4160915S-11-X-10-X-4,,,Accessories - Bags & Gear,"W-GEN-4160915S-11"" X 10"" X 4""",Cowtown Pony Small Zip Top Tote – Hair-On Hide Genuine Leather
HIGH,1.0,direct_id,46508e05-8ab4-42a6-bcbb-978e52fb2670,Massey Ferguson Metal Belt Buckle,A-GEN-03070-MF,,,Accessories - Buckle,A-GEN-03070-MF,Massey Ferguson Metal Belt Buckle
HIGH,1.0,direct_id,afe4555c-a720-4faa-8165-2f79a4ae1274,New Holland Agriculture Belt Buckle,A-GEN-JZD1052-NHA,,,Accessories - Buckle,A-GEN-JZD1052-NHA,New Holland Agriculture Belt Buckle
HIGH,1.0,direct_id,3e55035f-126f-415a-b27d-4ea33364df6a,Men's Signature Bifold Wallet,M-MFW-N5480644-MED-BIFOLD,,,Accessories - Wallets,M-MFW-N5480644-MED-BIFOLD,Men's Signature Bifold Wallet
HIGH,1.0,direct_id,b9816a6f-6781-4fe0-8766-ef35243d0a0c,Nocona Stacey Bucket Purse,W-MFW-N770010501-BLA,,,Accessories - Wallets,W-MFW-N770010501-BLA,Nocona Stacey Bucket Purse
HIGH,1.0,direct_id,96866602-e19f-428d-ab6e-633e9f67b7a5,Vance Bags Leather Garment,A-GEN-2XL,,,Apparel - Leather,A-GEN-2XL,Vance Bags Leather Garment
HIGH,1.0,direct_id,59b8737b-eea2-4a18-9959-ae0e072dc92a,Tribull EMB Shirt,M-SSI-P-884X-BLA-3X,,,Apparel - Western Shirt,M-SSI-P-884X-BLA-3X,Tribull EMB Shirt
HIGH,1.0,direct_id,5cd91608-08b4-4299-843d-a78fd46d048a,Range Riders Cookin',10821,,,Gifts & Novelties - Books/Magazines/Papers/Cards,,Range Riders Cookin'
HIGH,1.0,direct_id,cd4c8f6d-5f85-40b1-b4a3-709f86626503,Gift Bag,A-GEN-4543-HOR-M,,,Gifts & Novelties - Cards,A-GEN-403-HOR-M,Gift Bag
HIGH,1.0,direct_id,cd4c8f6d-5f85-40b1-b4a3-709f86626503,Gift Bag,A-GEN-4543-HOR-M,,,Gifts & Novelties - Cards,A-GEN-4543-HOR-M,Gift Bag
HIGH,1.0,direct_id,cd4c8f6d-5f85-40b1-b4a3-709f86626503,Gift Bag,A-GEN-4543-HOR-M,,,Gifts & Novelties - Cards,A-GEN-724-BRO,Gift Bag
HIGH,1.0,direct_id,cd4c8f6d-5f85-40b1-b4a3-709f86626503,Gift Bag,A-GEN-4543-HOR-M,,,Gifts & Novelties - Cards,A-GEN-4537-FLO-M,Gift Bag
HIGH,1.0,direct_id,b10d509d-6102-43c8-975d-55d1e1654fa4,Hollywood Packaging Wrap,A-GEN-5072-10-WHI-24-X-7,,,Gifts & Novelties - Cards,"A-GEN-5072-10-WHI-24"" X 7'",Hollywood Packaging Wrap
HIGH,1.0,direct_id,9bb3684f-7967-49d9-a95f-f0324a1b9401,Wrapping Paper Roll,A-GEN-WES-24-X-7,,,Gifts & Novelties - Cards,"A-GEN-WES-24"" X 7'",Wrapping Paper Roll
HIGH,1.0,direct_id,e5874db3-3740-49d1-adc3-ef732c2b54b6,3D Deluxe Ceramic Mug,A-GEN-2448-RUN-15OZ,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-2448-RUN-15OZ,3D Deluxe Ceramic Mug
HIGH,1.0,direct_id,e5874db3-3740-49d1-adc3-ef732c2b54b6,3D Deluxe Ceramic Mug,A-GEN-2448-RUN-15OZ,,,Gifts & Novelties - Gift Items/Small Goods,,3D Deluxe Ceramic Mug
HIGH,1.0,direct_id,11be21d4-e4d3-42e9-b696-d77bcc336b5c,AWST Int'l Horse Bag Charm (A-JPC-63-GG423-RD-RED-3H-x-4-W),A-JPC-63-GG423-RD-RED-3H-x-4-W,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-63-GG423-RD-RED-3-H-X-4-W,AWST Int'l Horse Bag Charm (A-JPC-63-GG423-RD-RED-3H-x-4-W)
HIGH,1.0,direct_id,3fb3d4d7-561e-4fb2-99e3-45cc44ff4614,Ceramic Covered Wagon,A-GEN-FM2445,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-FM2445,Ceramic Covered Wagon
HIGH,1.0,direct_id,8d8b825a-77eb-4c20-b1e1-06c03f3f7c0f,Circle SH Cutlery,A-WFA-CSH-BRONCC,,,Gifts & Novelties - Gift Items/Small Goods,A-WFA-CSH-BRONCC,Circle SH Cutlery
HIGH,1.0,direct_id,5743d2ed-052d-40e0-8e9c-1c46b583d53b,Cow Thermometer,A-GEN-14072-COW,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-14072-COW,Cow Thermometer
HIGH,1.0,direct_id,8774df49-8080-4cfa-b2a9-5a2ff9799db9,Deluxe Ceramic Mug,A-GEN-2673-CRA-16OZ,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-2673-CRA-16OZ,Deluxe Ceramic Mug
HIGH,1.0,direct_id,8774df49-8080-4cfa-b2a9-5a2ff9799db9,Deluxe Ceramic Mug,A-GEN-2673-CRA-16OZ,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-2675-BOO-16OZ,Deluxe Ceramic Mug
HIGH,1.0,direct_id,8774df49-8080-4cfa-b2a9-5a2ff9799db9,Deluxe Ceramic Mug,A-GEN-2673-CRA-16OZ,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-2676-HOR-16OZ,Deluxe Ceramic Mug
HIGH,1.0,direct_id,45103928-c12d-4daf-ba3b-a85333a07659,Farm Candle Warmer,A-GEN-2883,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-2883,Farm Candle Warmer
HIGH,1.0,direct_id,85e3db44-696c-4afb-a4e9-c3d5b238615b,Gift Boxed Mug,A-GEN-360302876-HUG-13.5-OZ,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-360302876-HUG-13.5-OZ,Gift Boxed Mug
HIGH,1.0,direct_id,61ea25ce-63d3-448a-ae49-205b41e525bc,Giftcraft Wall Decor,A-GEN-084020,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-084020,Giftcraft Wall Decor
HIGH,1.0,direct_id,5233c3d0-06df-4128-89b4-ec18fa590ad3,Heads Up Ceramic Coffee Mug,A-GEN-10995021042-14-OZ,,,Gifts & Novelties - Gift Items/Small Goods,,Heads Up Ceramic Coffee Mug
HIGH,1.0,direct_id,5233c3d0-06df-4128-89b4-ec18fa590ad3,Heads Up Ceramic Coffee Mug,A-GEN-10995021042-14-OZ,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-10995021042-14-OZ,Heads Up Ceramic Coffee Mug
HIGH,1.0,direct_id,b117d5c1-bf19-4d3c-a6fb-375d17ea3507,Horse Outlet Cover,10826,,,Gifts & Novelties - Gift Items/Small Goods,,Horse Outlet Cover
HIGH,1.0,direct_id,32fe755a-c354-4e13-865c-9332aa4a7108,Memory Lane Puzzle,A-GEN-31543-24-X-18,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-31543-24-X-18,Memory Lane Puzzle
HIGH,1.0,direct_id,c459c886-9940-41cf-885d-9a0336d52b0b,Pig Thermometer,A-GEN-14072-PIG,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-14072-PIG,Pig Thermometer
HIGH,0.67,direct_id,eb39a46d-4524-4bd8-acdc-c91cfce10061,Puzzle in Tin,A-GEN-2776-20X23,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-2776,Puzzle in Tin - 1000 Piece
HIGH,1.0,direct_id,eb39a46d-4524-4bd8-acdc-c91cfce10061,Puzzle in Tin,A-GEN-2776-20X23,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-2776-20X23,Puzzle in Tin
HIGH,1.0,direct_id,6a5c984b-8e0f-43dc-bea7-0e32262cc74a,Salt & Pepper Holder w/Shakers,A-GEN-94122,,,Gifts & Novelties - Gift Items/Small Goods,A-MFW-94122,Salt & Pepper Holder w/Shakers
HIGH,1.0,direct_id,6a5c984b-8e0f-43dc-bea7-0e32262cc74a,Salt & Pepper Holder w/Shakers,A-GEN-94122,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-94122,Salt & Pepper Holder w/Shakers
HIGH,1.0,direct_id,1da07741-f8a5-419a-ab46-36dd90ed0c50,Town & Country Puzzle,A-GEN-32022,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-32022,Town & Country Puzzle
HIGH,1.0,direct_id,0f9d1332-678e-4aa4-95be-a878bf71c177,Trend Mug,A-GEN-160302270-HON-13.5-OZ,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-160302270-HON-13.5-OZ,Trend Mug
HIGH,1.0,direct_id,5f8b6796-042e-47b4-9f6f-3b5d4ce98861,We4stern Story Frame,10825,,,Gifts & Novelties - Gift Items/Small Goods,,We4stern Story Frame
HIGH,1.0,direct_id,d8ba6bc4-2ca5-4227-9c6d-e3b957dd5838,Western Candle Warmer,A-GEN-2885-WES,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-2885-WES,Western Candle Warmer
HIGH,1.0,direct_id,d3add02d-c485-4676-83a8-e1deb9d41435,Western Moments Frame,A-GEN-9499902-4X6,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-9499902-4X6,Western Moments Frame
HIGH,1.0,direct_id,0c883fe0-5110-4703-a663-05d33449922c,Western Moments Mug,A-GEN-94973-16OZ,,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-94973-16OZ,Western Moments Mug
HIGH,1.0,direct_id,5f69a870-636e-4104-ba8a-fcacb5231936,Pay Window Hat,A-RHE-RWPYWD-90425372-GRA-7-1/4,,,Hats - Felt,A-RHE-RWPYWD-90425373-GRA-7-3/8,Pay Window Hat
HIGH,1.0,direct_id,de831b51-f511-4385-bc3e-ee3562a5fa98,Comfort Max,A-GEN-8602-Culberson-NAT-7-3/8,,,Hats - Straw,A-GEN-8602-Culberson-NAT-6-3/4,Comfort Max
HIGH,1.0,direct_id,de831b51-f511-4385-bc3e-ee3562a5fa98,Comfort Max,A-GEN-8602-Culberson-NAT-7-3/8,,,Hats - Straw,A-GEN-28Black-Menard-BLA-7-7/8,Comfort Max
HIGH,1.0,direct_id,de831b51-f511-4385-bc3e-ee3562a5fa98,Comfort Max,A-GEN-8602-Culberson-NAT-7-3/8,,,Hats - Straw,A-GEN-8602-NAT-7-1/4,Comfort Max
HIGH,1.0,direct_id,de831b51-f511-4385-bc3e-ee3562a5fa98,Comfort Max,A-GEN-8602-Culberson-NAT-7-3/8,,,Hats - Straw,A-GEN-28Black-BLA-7-5/8,Comfort Max
HIGH,1.0,direct_id,de831b51-f511-4385-bc3e-ee3562a5fa98,Comfort Max,A-GEN-8602-Culberson-NAT-7-3/8,,,Hats - Straw,A-GEN-28Black-BLA-7-3/8,Comfort Max
HIGH,1.0,direct_id,de831b51-f511-4385-bc3e-ee3562a5fa98,Comfort Max,A-GEN-8602-Culberson-NAT-7-3/8,,,Hats - Straw,A-GEN-8602-Culberson-NAT-7,Comfort Max
HIGH,1.0,direct_id,de831b51-f511-4385-bc3e-ee3562a5fa98,Comfort Max,A-GEN-8602-Culberson-NAT-7-3/8,,,Hats - Straw,A-GEN-8602-Culberson-NAT-6-7/8,Comfort Max
HIGH,1.0,direct_id,de831b51-f511-4385-bc3e-ee3562a5fa98,Comfort Max,A-GEN-8602-Culberson-NAT-7-3/8,,,Hats - Straw,A-GEN-28Black-Menard-BLA-7-1/8,Comfort Max
HIGH,1.0,direct_id,de831b51-f511-4385-bc3e-ee3562a5fa98,Comfort Max,A-GEN-8602-Culberson-NAT-7-3/8,,,Hats - Straw,A-GEN-8602-Culberson-NAT-7-3/8,Comfort Max
HIGH,1.0,direct_id,de831b51-f511-4385-bc3e-ee3562a5fa98,Comfort Max,A-GEN-8602-Culberson-NAT-7-3/8,,,Hats - Straw,A-GEN-28Black-Menard-BLA-7,Comfort Max
HIGH,1.0,direct_id,de831b51-f511-4385-bc3e-ee3562a5fa98,Comfort Max,A-GEN-8602-Culberson-NAT-7-3/8,,,Hats - Straw,A-GEN-28Black-Menard-BLA-6-6/4,Comfort Max
HIGH,1.0,direct_id,de831b51-f511-4385-bc3e-ee3562a5fa98,Comfort Max,A-GEN-8602-Culberson-NAT-7-3/8,,,Hats - Straw,A-GEN-8602-Culberson-NAT-7-1/8,Comfort Max
HIGH,1.0,direct_id,246d770c-74e6-4305-91d2-b2c79477166d,Quilted Shipping Boot,A-GEN-1952-NV-GY-NAV,,,"Horse/Rodeo-Blanket,Sheet,Protect-Leg Protect&Ship",A-GEN-1952-NV-GY-NAV,Quilted Shipping Boot
HIGH,1.0,direct_id,246d770c-74e6-4305-91d2-b2c79477166d,Quilted Shipping Boot,A-GEN-1952-NV-GY-NAV,,,"Horse/Rodeo-Blanket,Sheet,Protect-Leg Protect&Ship",A-GEN-1952-RY-BK-RB,Quilted shipping boot
HIGH,1.0,direct_id,246d770c-74e6-4305-91d2-b2c79477166d,Quilted Shipping Boot,A-GEN-1952-NV-GY-NAV,,,"Horse/Rodeo-Blanket,Sheet,Protect-Leg Protect&Ship",A-GEN-1952-FO-GY-FG,Quilted Shipping Boot
HIGH,1.0,direct_id,ad6e48b3-db91-494a-9ef0-6ac0c647b78c,Cooler,A-GEN-AC90-RY-WH-84x90-1-RW-84x90,,,"Horse/Rodeo-Blankets, Sheets, Protection&Covers",A-GEN-AC90-GRN-84-x-90,Cooler
HIGH,1.0,direct_id,ad6e48b3-db91-494a-9ef0-6ac0c647b78c,Cooler,A-GEN-AC90-RY-WH-84x90-1-RW-84x90,,,"Horse/Rodeo-Blankets, Sheets, Protection&Covers",A-GEN-AC90-BK-WH-80x90-BLA-84-x-90,Cooler
HIGH,1.0,direct_id,ad6e48b3-db91-494a-9ef0-6ac0c647b78c,Cooler,A-GEN-AC90-RY-WH-84x90-1-RW-84x90,,,"Horse/Rodeo-Blankets, Sheets, Protection&Covers",A-GEN-AC90-RY-WH-84x90-1-RW-84x90,Cooler
HIGH,1.0,direct_id,92774717-5263-4202-a788-719dc4c296ae,Day/Night Sheet,A-GEN-10549-RE-WH-78-RED-78,,,"Horse/Rodeo-Blankets, Sheets, Protection&Covers",A-GEN-10549-RE-WH-78-RED-78,Day/Night Sheet
HIGH,1.0,direct_id,8d336f62-6df8-422e-882e-9031ef25bb1c,Tough1 Basic Pony,A-JTI-32-9123P-14-66-TUR-66,,,"Horse/Rodeo-Blankets, Sheets, Protection&Covers",A-JTI-32-9123P-14-66-TUR-66,Tough1 Basic Pony
HIGH,1.0,direct_id,10e46414-413b-46e6-893e-ef578efad84f,Pyranha Fly Mask,A-GEN-3979-L-WAR-Large,,,"Horse/Rodeo-Health, Care, Grooming-Health&Vet",A-GEN-3979-L-WAR-Large,Pyranha Fly Mask
HIGH,1.0,direct_id,378666d8-70f3-4f42-bd15-f20fafcc300a,"1"" Red Dally Wrap (5-Pack)",A-CR-DALLY-RED-1,,,Horse/Rodeo-Rodeo&Livestock Equip-Bull&Stock Gear,"A-CR-DALLY-RED-1""","1"" Red Dally Wrap (5-Pack)"
HIGH,1.0,direct_id,2f2c1393-28c9-4ff1-93c2-2660dce7f7d4,Best Friend Grazing Muzzle,A-GEN-1741-H-BLA-Pony,,,"Horse/Rodeo-Tack&RidingEquip-Headstalls,Bits,Ctrl",A-GEN-1741-H-BLA-Pony,Best Friend Grazing Muzzle
HIGH,1.0,direct_id,2f2c1393-28c9-4ff1-93c2-2660dce7f7d4,Best Friend Grazing Muzzle,A-GEN-1741-H-BLA-Pony,,,"Horse/Rodeo-Tack&RidingEquip-Headstalls,Bits,Ctrl",A-GEN-1741-H-BLA,Best Friend Grazing Muzzle
HIGH,1.0,direct_id,4d5a9f7e-ec70-4763-aa2e-89d9565a3ed5,"Post Earrings Horseshoe, Horse Head, Horse",W-GEN-STE,,,Jewelry - Earrings,W-GEN-STE,"Post Earrings Horseshoe, Horse Head, Horse"
HIGH,1.0,direct_id,92a7fa28-9873-4351-b541-ad6a9af492e6,AWST Int'l Horse Bag Charm,A-GEN-63-GG423-BL-BLU-3-H-X-4-W,AWST Int'l,,Gifts & Novelties - Gift Items/Small Goods,A-GEN-63-GG423-BL-BLU-3-H-X-4-W,AWST Int'l Horse Bag Charm
HIGH,1.0,direct_id,4bec06d8-04bb-4339-988f-e1e2a8b985c3,"AWST Int'l ""Lila"" Pony Puff Coin Purse",A-GEN-63-GG623-12-BLU,AWST Int'l,,"{""id"": ""7ad733fd-0be9-4e98-b40d-1fca10cf87ff"", ""name"": ""Accessories - Wallets & Purses"", ""category_path"": [{""id"": ""7ad733fd-0be9-4e98-b40d-1fca10cf87ff"", ""name"": ""Accessories - Wallets & Purses""}], ""leaf_category"": true}",A-GEN-63-GG623-12-BLU,"AWST Int'l ""Lila"" Pony Puff Coin Purse"
HIGH,1.0,direct_id,5ab89607-6457-4b74-ac45-8c010b1da2a9,Ariat Pro Smith LS Shirt,M-ARI-10058976-NAV-L-TALL,Ariat,,Apparel - Western Shirt,M-ARI-10058976-NAV-XXL,Ariat Pro Smith LS Shirt
HIGH,1.0,direct_id,5ab89607-6457-4b74-ac45-8c010b1da2a9,Ariat Pro Smith LS Shirt,M-ARI-10058976-NAV-L-TALL,Ariat,,Apparel - Western Shirt,M-ARI-10058976-NAV-L-TALL,Ariat Pro Smith LS Shirt
HIGH,1.0,direct_id,5ab89607-6457-4b74-ac45-8c010b1da2a9,Ariat Pro Smith LS Shirt,M-ARI-10058976-NAV-L-TALL,Ariat,,Apparel - Western Shirt,M-ARI-10058976-NAV-L,Ariat Pro Smith LS Shirt
HIGH,1.0,direct_id,6ef1ae93-85c6-40a2-a64d-0a34fadcd3ce,Ashville Embroidered LS SNP Shirt,W-ARI-10073666-SEA-XL,Ariat,,Apparel - Western Shirt,W-ARI-10073666-SEA-XL,Ashville Embroidered LS SNP Shirt
HIGH,1.0,direct_id,06043f8c-5e13-4c5a-ae30-0a9c3a7d7bd5,Ashville Embroidered LS SNP SHRT,W-ARI-10073666-SEA-XXL,Ariat,,Apparel - Western Shirt,W-ARI-10073666-SEA-XXL,Ashville Embroidered LS SNP SHRT
HIGH,1.0,direct_id,ccfa89ce-d5e2-44b9-8279-adc0875814b7,Pro Smith LS Shirt,M-ARI-10058976-NAV-3XL,Ariat,,Apparel - Western Shirt,M-ARI-10058976-NAV-3XL,Pro Smith LS Shirt
HIGH,1.0,direct_id,5d1d8c5c-07bb-4c2d-8ed5-0a75b63d039e,PRO SMITH LS SHRT,M-ARI-10058976-NAV-XS,Ariat,,Apparel - Western Shirt,M-ARI-10058976-NAV-XS,PRO SMITH LS SHRT
HIGH,1.0,direct_id,002e85ff-bfa4-4e91-8e03-7aecb6d44d00,No Slip No Show Socks,A-ARI-AR2594-981-M,Ariat,,"Nester Hosiery, LLC",A-ARI-AR2594-981-M,No Slip No Show Socks
HIGH,1.0,direct_id,593cafc7-ff49-43e9-b6f4-456a2b2b8b2d,Cinch Men's Stretch Solid Red Button Down Shirt,M-MIN-MTW1105805-RED-M,Cinch,,Apparel - Western Shirt,M-MIN-MTW1105805-RED-XS,Cinch Men's Stretch Solid Red Button Down Shirt
HIGH,1.0,direct_id,593cafc7-ff49-43e9-b6f4-456a2b2b8b2d,Cinch Men's Stretch Solid Red Button Down Shirt,M-MIN-MTW1105805-RED-M,Cinch,,Apparel - Western Shirt,M-MIN-MTW1105805-RED-M,Cinch Men's Stretch Solid Red Button Down Shirt
HIGH,1.0,direct_id,a9873b6c-b746-4bf5-8f79-8b0646edc550,Men’s Classic Fit Button-Down Western Shirt,M-MIN-MTW1105974-PUR-XXL,Cinch,,Apparel - Western Shirt,M-MIN-MTW1105974-PUR-XXL,Men’s Classic Fit Button-Down Western Shirt
HIGH,1.0,direct_id,d7dd96df-519f-4c4b-b4fe-7ce49f13bc97,Men's Solid Classic Fit Button-Down Western Shirt,M-MIN-MTW1104238-GRY-GRA-XS,Cinch,,Apparel - Western Shirt,M-MIN-MTW1103313-RED-XS,Men's Solid Classic Fit Button-Down Western Shirt
HIGH,1.0,direct_id,d7dd96df-519f-4c4b-b4fe-7ce49f13bc97,Men's Solid Classic Fit Button-Down Western Shirt,M-MIN-MTW1104238-GRY-GRA-XS,Cinch,,Apparel - Western Shirt,M-MIN-MTW1104238-GRY-GRA-XS,Men's Solid Classic Fit Button-Down Western Shirt
HIGH,1.0,direct_id,d7dd96df-519f-4c4b-b4fe-7ce49f13bc97,Men's Solid Classic Fit Button-Down Western Shirt,M-MIN-MTW1104238-GRY-GRA-XS,Cinch,,Apparel - Western Shirt,M-MIN-MTW1104238-GRA-XS,Men's Solid Classic Fit Button-Down Western Shirt
HIGH,1.0,direct_id,d7dd96df-519f-4c4b-b4fe-7ce49f13bc97,Men's Solid Classic Fit Button-Down Western Shirt,M-MIN-MTW1104238-GRY-GRA-XS,Cinch,,Apparel - Western Shirt,M-MIN-MT10320020-WHI-L,Men's Solid Classic Fit Button-Down Western Shirt
HIGH,1.0,direct_id,04d9fc8f-fc8a-45fb-8b98-cfc33c56944f,Men's Solid Classic Fit Western Button-Down Shirt,M-MIN-MTW1103802-PUR-XXL,Cinch,,Apparel - Western Shirt,M-MIN-MTW1103802-PUR-XXL,Men's Solid Classic Fit Western Button-Down Shirt
HIGH,1.0,direct_id,04d9fc8f-fc8a-45fb-8b98-cfc33c56944f,Men's Solid Classic Fit Western Button-Down Shirt,M-MIN-MTW1103802-PUR-XXL,Cinch,,Apparel - Western Shirt,M-MIN-MTW1103802-PUR-L,Men's Solid Classic Fit Western Button-Down Shirt
HIGH,1.0,direct_id,04d9fc8f-fc8a-45fb-8b98-cfc33c56944f,Men's Solid Classic Fit Western Button-Down Shirt,M-MIN-MTW1103802-PUR-XXL,Cinch,,Apparel - Western Shirt,,Men's Solid Classic Fit Western Button-Down Shirt
HIGH,1.0,direct_id,b912368e-c3b7-43e1-b699-39e9e4688ee1,Amish B Long,A-GEN-SFAMSHB0234-BLA-7-3/8,Hat-Co.,,Hats - Felt,A-GEN-SFAMSHB0234-BLA-7-3/8,Amish B Long
HIGH,1.0,direct_id,e847a536-d534-408e-aa9b-99b5d3e86d84,Justin Men's Genuine Leather Slim Card with Stitching Wallet,M-BHS-2520576624-BRO,Justin,,Accessories - Wallets,M-BHS-2520576624-BRO,Justin Men's Genuine Leather Slim Card with Stitching Wallet
HIGH,1.0,direct_id,f8f2adaa-d39e-4b29-a5ec-479de39cc498,Western Moments Champagne Flutes,A-MFW-94847,M&F Western Products,,Gifts & Novelties - Gift Items/Small Goods,A-MFW-94847,Western Moments Champagne Flutes
HIGH,1.0,direct_id,b6ddd20c-d716-479c-b0bd-28e6c0f064b5,ER-Southwestern Sunrise,W-GEN-AER5565,Montana Silversmiths,,Jewelry - Earrings,W-GEN-AER5565,ER-Southwestern Sunrise
HIGH,1.0,direct_id,5cff239a-49a7-464e-b17d-505ba4e6cb31,Removable Passcase Wallet,A-BHS-N5413402,Nocona,,Accessories - Wallets,A-BHS-N5413402,Removable Passcase Wallet
HIGH,1.0,direct_id,ec41df42-d315-4b42-8221-53d9ea5a98a0,LS Solid Poplin Snap,M-WMA-PMN2S04830-CHA-XS,Panhandle Slim,,Apparel - Western Shirt,M-WMA-PXN2S04830-CHA-3XL,LS Solid Poplin Snap
HIGH,1.0,direct_id,ec41df42-d315-4b42-8221-53d9ea5a98a0,LS Solid Poplin Snap,M-WMA-PMN2S04830-CHA-XS,Panhandle Slim,,Apparel - Western Shirt,M-WMA-PMN2S04830-CHA-XS,LS Solid Poplin Snap
HIGH,1.0,direct_id,6c9858ab-3f3a-4b5c-ba7d-989d469d6f8c,Mens LS 2PK Satin Dobby Snap,M-WMA-SMN2S04444-NAT-XXL,Panhandle Slim,,Apparel - Western Shirt,M-WMA-SMN2S04444-NAT-S,Mens LS 2PK Satin Dobby Snap
HIGH,1.0,direct_id,6c9858ab-3f3a-4b5c-ba7d-989d469d6f8c,Mens LS 2PK Satin Dobby Snap,M-WMA-SMN2S04444-NAT-XXL,Panhandle Slim,,Apparel - Western Shirt,M-WMA-SMN2S04444-NAT-XXL,Mens LS 2PK Satin Dobby Snap
HIGH,1.0,direct_id,91bd65a9-922d-433b-994a-eb56075fea65,Mens LS Solid Snap,M-WMA-PSMSOSR0XX-WHI-S,Panhandle Slim,,Apparel - Western Shirt,M-WMA-PSMSOSR0XX-WHI-S,Mens LS Solid Snap
HIGH,1.0,direct_id,74dc0164-05bc-46cc-8e65-c4590811d1f5,Palo Duro Shirt,M-WMA-90-5501-S,Panhandle Slim,,Apparel - Western Shirt,M-WMA-90-5501-S,Palo Duro Shirt
HIGH,1.0,direct_id,ab814ab5-5d84-4e72-9dff-cd117ee609aa,Tone on Tone Assorted LS Snap,M-WMA-SMN2S00002,Panhandle Slim,,Apparel - Western Shirt,M-WMA-SMN2S00002,Tone on Tone Assorted LS Snap
HIGH,1.0,direct_id,82898430-2a5a-4f93-bd45-429484b44918,Old West Collection Men's Long Sleeve Snap Embroidered Western Shirt,M-KAR-03-001-0040-0675-WH-XL,Roper,,Apparel - Western Shirt,M-KAR-03-001-0040-0675-WH-XL,Old West Collection Men's Long Sleeve Snap Embroidered Western Shirt
HIGH,1.0,direct_id,8ee8bdc2-4fd2-4caf-ae0f-59f645cb45f2,Roper Men's Tone on Tone Stripe Shirt,M-KAR-1-01-145-363-WHI-3XL,Roper,,Apparel - Western Shirt,M-KAR-1-01-145-363-WHI-3XL,Roper Men's Tone on Tone Stripe Shirt
HIGH,1.0,direct_id,54e54057-c095-4eca-912b-a9639d1bc298,"Barn Sign 5"" Design B1",A-JTI-87-1451-0-950-B1-5,Tough1,,Gifts & Novelties - Gift Items/Small Goods,A-JTI-87-1451-0-950-B1-5,"Barn Sign 5"" Design B1"
HIGH,1.0,direct_id,4b228793-bd58-4571-ac80-0c15913df20d,Cowboy Boot Wall Decor,A-JTI-87-36140-0-0,Tough1,,Gifts & Novelties - Gift Items/Small Goods,A-JTI-87-36140-0-0,Cowboy Boot Wall Decor
HIGH,1.0,direct_id,2629cf12-3283-4d15-9c51-a640e82d13b8,Women's Convertible Wristlet Embroidered Crossbody Bag by Justin,W-GEN-23110687,Trenditions,,Accessories - Wallets,W-GEN-23110687,Women's Convertible Wristlet Embroidered Crossbody Bag by Justin
HIGH,0.8,direct_id,81a7d1b9-5ceb-4a9f-af46-5d42ba2d7ab2,Men's Cody Johnson Two Pocket Western Snap Shirt (M-KON-112378949-BAB-S),M-KON-112378949-BAB-L,Wrangler,,Apparel - Shirt,M-KON-112378949-BAB-L,Men's Cody Johnson Two Pocket Western Snap Shirt
HIGH,1.0,direct_id,5e2d2058-5406-4a34-8f76-e047ae656e46,"Dress Western Basic Shirt, Long Sleeves",M-KON-1071130CS-16-1/2-X-37-TALL,Wrangler,,Apparel - Western Shirt,M-KON-1071130CS-16-X-36,"Dress Western Basic Shirt, Long Sleeves"
HIGH,1.0,direct_id,5e2d2058-5406-4a34-8f76-e047ae656e46,"Dress Western Basic Shirt, Long Sleeves",M-KON-1071130CS-16-1/2-X-37-TALL,Wrangler,,Apparel - Western Shirt,M-KON-1071130CS-16-1/2-X-37-TALL,"Dress Western Basic Shirt, Long Sleeves"
