confidence,name_similarity,match_type,ls_product_id,ls_name,ls_sku,brand,supplier,our_barcode,our_sku,our_name,Review,Reason
REVIEW,0.17,sku_match,fcee3561-92a0-415a-a6b7-4ff70ab97b71,Logan (M-SMB-3923C-BRO-11-NA) [M-SMB-3923C-BRO-11-NA],M-SMB-3923C-BRO-11-NA,,,840995062030,M-SMB-3923C-BRO-11-NA,Logan,,
REVIEW,0.21,sku_match,ca7887a5-c4da-44d9-9376-e8af7d43931e,"Longranch Men's 11"" Wide Square Toe Harness Roper (M-BHS-DH5431-CUM-10.5-EE)",M-BHS-DH5431-CUM-12-EE,,,749186510520,M-BHS-DH5431-CUM-12-EE,Longbranch,,
REVIEW,0.19,sku_match,038bfd53-6249-4ae0-a052-cffd526a9522,"Longranch Men's 11"" Wide Square Toe Harness Roper (M-BHS-DH5431-CUM-10.5-EE)",M-BHS-DH5431-CUM-12-D,,,749186510643,M-BHS-DH5431-CUM-12-D,Double-H Longranch,,
REVIEW,0.19,sku_match,33940f4e-e722-4fd8-b6de-3494af31cbdd,"Longranch Men's 11"" Wide Square Toe Harness Roper (M-BHS-DH5431-CUM-10.5-EE)",M-BHS-DH5431-CUM-13-D,,,749186510650,M-BHS-DH5431-CUM-13-D,Double-H Longbranch,,
REVIEW,0.21,sku_match,5f858a95-e95a-4f72-8137-3a5681511ca7,"Longranch Men's 11"" Wide Square Toe Harness Roper (M-BHS-DH5431-CUM-10.5-EE)",M-BHS-DH5431-CUM-11.5-D,,,749186510636,M-BHS-DH5431-CUM-11.5-D,Longbranch,,
REVIEW,0.24,sku_match,75ba8ea7-f9ec-471e-8405-130e3140a36b,"Longranch Men's 11"" Wide Square Toe Harness Roper (M-BHS-DH5431-CUM-10.5-EE)",M-BHS-DH5431-CUM-10.5-EE,,,749186510490,M-BHS-DH5431-CUM-10.5-EE,Longranch Boot,,
REVIEW,0.21,sku_match,7cf88a0f-7fa8-4395-82d0-bdcb06096cef,"Longranch Men's 11"" Wide Square Toe Harness Roper (M-BHS-DH5431-CUM-10.5-EE)",M-BHS-DH5431-CUM-11.5-EE,,,749186510513,M-BHS-DH5431-CUM-11.5-EE,Longbranch,,
REVIEW,0.19,sku_match,27edf331-cd57-4389-8a93-895497fa1371,"Longranch Men's 11"" Wide Square Toe Harness Roper (M-BHS-DH5431-CUM-10.5-EE)",M-BHS-DH5431-CUM-14-D,,,749186510667,M-BHS-DH5431-CUM-14-D,Double-H Longbranch,,
REVIEW,0.52,sku_match,272a289e-df6e-42bf-8244-4f44daabdf72,Machine Woven Braided Belt (A-MFW-2000619-BLA),A-MFW-2000619-BLA,,,701340036093,A-MFW-2000619-BLA,Nocona Belt 2000619,,
REVIEW,0.53,sku_match,29b4eb76-692a-4e0d-b14f-94adf42b6d34,Machine Woven Braided Belt (A-MFW-2000638-BT),A-MFW-2000638-BT,,,701340036635,A-MFW-2000638-BT,Nocona Belt 2000638,,
REVIEW,0.52,sku_match,1fdc81b4-1168-4c69-8677-64f7a20053b2,Maddie Boots (K-SMB-3525Y-BW-5-NA),W-SMB-3525Y-BW-6.5-NA,,,196120034114,W-SMB-3525Y-BW-6.5-NA,Maddie Boots,,
REVIEW,0.3,sku_match,17199f05-b7f4-49e5-a051-adbc55f22c14,Maddie Boots (K-SMB-3525Y-BW-5-NA),K-SMB-3525Y-BW-5.5-NA,,,196120034091,K-SMB-3525Y-BW-5.5-NA,Maddie,,
REVIEW,0.3,sku_match,7d5df859-00a7-4aea-9887-145766c0468a,Maddie Boots (K-SMB-3525Y-BW-5-NA),K-SMB-3525Y-BW-5-NA,,,196120034084,K-SMB-3525Y-BW-5-NA,Maddie,,
REVIEW,0.17,sku_match,ec20b418-fe31-44f1-b7ec-7f709c980bb5,"Men's 12"" R Toe Waterproof Work Western (M-BHS-DH4158-DAR-10.5-D)",M-BHS-DH4158-UC-12-EE,,,749186516089,M-BHS-DH4158-UC-12-EE,Double-H Tascosa,,
REVIEW,0.18,sku_match,cf4b5e64-4da7-4b92-9207-40ee47a4e85f,"Men's 12"" R Toe Waterproof Work Western (M-BHS-DH4158-DAR-10.5-D)",M-BHS-DH4158-UC-12-D,,,749186516201,M-BHS-DH4158-UC-12-D,Double-H Tascosa Boots,,
REVIEW,0.14,sku_match,ec3eef42-68f8-4ba7-ac06-2a5152f870c0,"Men's 12"" R Toe Waterproof Work Western (M-BHS-DH4158-DAR-10.5-D)",M-BHS-DH4158-DAR-10.5-D,,,749186516171,M-BHS-DH4158-DAR-10.5-D,Tascosa,,
REVIEW,0.17,sku_match,5229cb96-ec1a-4671-a472-9b0c6984317b,"Men's 12"" R Toe Waterproof Work Western (M-BHS-DH4158-DAR-10.5-D)",M-BHS-DH4158-UC-13-D,,,749186516218,M-BHS-DH4158-UC-13-D,Double-H Tascosa,,
REVIEW,0.25,sku_match,ea3749c4-93ef-4313-b3fb-b7a1e86e71f2,"Men's 12"" R Toe Waterproof Work Western (M-BHS-DH4158-DAR-10.5-D)",M-BHS-DH4158-UTO-11-D,,,749186516188,M-BHS-DH4158-UTO-11-D,Tascosa DH4158,,
REVIEW,0.18,sku_match,5a2c2baf-a572-4417-9929-0603fb5aeafb,"Men's 12"" R Toe Waterproof Work Western (M-BHS-DH4158-DAR-10.5-D)",M-BHS-DH4158-UC-11.5-D,,,479186516195,M-BHS-DH4158-UC-11.5-D,Double-H Tascosa Boots,,
REVIEW,0.18,sku_match,bc1e3c2a-8171-47d6-b81d-bc3270eec642,"Men's 12"" R Toe Waterproof Work Western (M-BHS-DH4158-DAR-10.5-D)",M-BHS-DH4158-UC-14-EE,,,749186516102,M-BHS-DH4158-UC-14-EE,Double-H Tascosa Boots,,
REVIEW,0.18,sku_match,4e5684f3-fa98-4018-ba37-88388ad1e433,"Men's 12"" R Toe Waterproof Work Western (M-BHS-DH4158-DAR-10.5-D)",M-BHS-DH4158-UC-14-D,,,749186516225,M-BHS-DH4158-UC-14-D,Double-H Tascosa Boots,ok,
REVIEW,0.47,sku_match,4440ff12-bc85-457f-8ae8-e225ec45e6ac,Men's Driving Mocs D Toe (M-GEN-MDM0016-SOF-11.5-M) [M-GEN-MDM0016-SOF-11.5-M],M-GEN-MDM0016-SOF-11.5-M,,,884882144140,M-GEN-MDM0016-SOF-11.5-M,Men's Driving Mocs D Toe,,
REVIEW,0.59,sku_match,6511741f-dba4-4199-be5e-43c01a78738b,Men's SS Solid Snap (M-WMA-PSMS1SR0XX-WHI-XS),M-WMA-PSMS1SR0XX-WHI-S,,Westmoor Manufacturing,196692510061,M-WMA-PSMS1SR0XX-WHI-S,Men's SS Solid Snap,ok,
REVIEW,0.59,sku_match,a1740225-ce9b-44b4-9d2a-61feb61e1b78,Men's SS Solid Snap (M-WMA-PSMS1SR0XX-WHI-XS),M-WMA-PSMS1SR0XX-WHI-XS,,Westmoor Manufacturing,196692510054,M-WMA-PSMS1SR0XX-WHI-XS,Men's SS Solid Snap,,
REVIEW,0.44,sku_match,e3fb4a3c-1483-4b23-833c-c12c1d5e3b87,Mens Vest (M-WMA-98T1176-BLA-MT),M-WMA-98T1176-BLA-MT,,Westmoor Manufacturing,940736936293,M-WMA-98T1176-BLA-MT,Mens Vest,,
REVIEW,0.59,sku_match,905f23f4-1957-4c3b-91ed-b17a9b49a7fd,Micro Suede Fur Vest (W-WMA-DW98C04151-BLA-M),W-WMA-DW98C04151-BLA-M,,Westmoor Manufacturing,197815324152,W-WMA-DW98C04151-BLA-M,Microsuede Fur Vest,,
REVIEW,0.33,sku_match,e7c2565b-1e1f-4968-9dcd-0498bb1d2fd2,Nocona Bi-Fold Wallet (A-MFW-N5414904-BR),A-GEN-N5414904,,,701340739499,A-GEN-N5414904,N5414904,,
REVIEW,0.42,sku_match,674a2f28-7107-4c51-910f-4638e062880e,Oakmont Jr Hat (A-GEN-SW01757236.OKJR-R-WHI-6-1/2-R),A-GEN-SW01757236.OKJR-R-WHI-6-1/2-R,,,883383084023,A-GEN-SW01757236.OKJR-R-WHI-6-1/2-R,Oakmont Jr Hat,,
REVIEW,0.56,sku_match,c97418af-67cf-4afa-a3e2-42a43e65ccba,Oilpatch Tan Water Buffalo Boots (M-BHS-WR4153-TAN-13-EE) [M-BHS-WR4153-TAN-13-EE],M-BHS-WR4153-TAN-13-EE,,,731871345401,M-BHS-WR4153-TAN-13-EE,Oilpatch Tan Water Buffalo Boots,,
REVIEW,0.58,sku_match,66433f12-9804-4c85-91a7-201cdb2f432d,Old West BSC1972 (K-OWB-BSC1972-8.5-NA),K-OWB-BSC1972-9.5-NA,,,671270189308,K-OWB-BSC1972-9.5-NA,Old West BSC1972,,
REVIEW,0.58,sku_match,26a7ad83-8fad-42e0-a49d-12c04a901692,Old West BSC1972 (K-OWB-BSC1972-8.5-NA),K-OWB-BSC1972-8.5-NA,,,671270189285,K-OWB-BSC1972-8.5-NA,Old West BSC1972,,
REVIEW,0.58,sku_match,af269fcb-33c7-414a-a3b6-7313d03f82e3,Old West BSC1972 (K-OWB-BSC1972-8.5-NA),K-OWB-BSC1972-10-NA,,,671270189315,K-OWB-BSC1972-10-NA,Old West BSC1972,,
REVIEW,0.4,sku_match,eaa15878-410f-4c40-b563-fdb2fb719a93,Outback Trading Company Avery Big Shirt (W-OTC-42183-CRE-XL),W-OTC-42183-CRE-LG,,,789043407938,W-OTC-42183-CRE-LG,Avery Big Shirt,,
REVIEW,0.53,sku_match,d54bce2b-3bd0-41e7-a4d4-efa4c075d35e,Outback Vest (W-OTC-29629-BLK-2X),W-OTC-29629-BLK-3X,,,789043391626,W-OTC-29629-BLK-3X,Outback Vest,,
REVIEW,0.53,sku_match,d38ccdad-15e7-4300-8be8-ac604687280b,Ozark Duster (A-GEN-12677-BLA-XS),A-GEN-12677-BLA-XS,,,715519474418,A-GEN-12677-BLA-XS,Ozark Duster,,
REVIEW,0.56,sku_match,33119c8d-1396-4ccb-afab-9aa41a554dc5,PR Aztec Printed LS (A-GEN-BBN2S07648-TEA-XS),A-WMA-BBN2S07648-TEA-M,,,197815767119,A-WMA-BBN2S07648-TEA-M,RR Aztec Printed LS,,
REVIEW,0.57,sku_match,e6977983-dfea-4d4a-bf96-535b658e32e1,"Phantom Rider Fortitude Men's 11"" Roper (M-BHS-PH5005-BS-13-D)",M-BHS-PH5005-SB-10.5-EE,,,749186517970,M-BHS-PH5005-SB-10.5-EE,"Fortitude Men's 11"" Roper",,
REVIEW,0.57,sku_match,b36792c3-f76a-44be-a088-733e889a787a,"Phantom Rider Fortitude Men's 11"" Roper (M-BHS-PH5005-BS-13-D)",M-BHS-PH5005-BRO-14-D,,,749186518144,M-BHS-PH5005-BRO-14-D,Phantom Rider Fortitude Boots,,
REVIEW,0.54,sku_match,41727cc3-3fef-4ce1-a614-cbf4d7db70db,"Phantom Rider Fortitude Men's 11"" Roper (M-BHS-PH5005-BS-13-D)",M-BHS-PH5005-BRO-12-D,,,749186518120,M-BHS-PH5005-BRO-12-D,Phantom Rider Fortitude,,
REVIEW,0.54,sku_match,871a1f9b-e7f7-4287-9fa4-8796274327e9,"Phantom Rider Fortitude Men's 11"" Roper (M-BHS-PH5005-BS-13-D)",M-BHS-PH5005-BRO-11.5-EE,,,749186517994,M-BHS-PH5005-BRO-11.5-EE,Phantom Rider Fortitude,,
REVIEW,0.25,sku_match,cfb39c65-4de7-4144-bb06-80c41560b1e7,"Phantom Rider Fortitude Men's 11"" Roper (M-BHS-PH5005-BS-13-D)",M-BHS-PH5005-BRO-11.5-D,,,749186518113,M-BHS-PH5005-BRO-11.5-D,Fortitude,,
REVIEW,0.39,sku_match,d74761eb-adba-417a-9dbb-1b1abe96197a,"Phantom Rider Spirit Women's 5"" Composite Toe Moc Toe Lacer (W-BHS-DH5386-NA-11-M)",W-BHS-DH5386-NEU-10-M,,,749186499931,W-BHS-DH5386-NEU-10-M,Phantom Rider Spirit,,
REVIEW,0.47,sku_match,971c471a-f254-46e0-8544-190806d0ef33,Resistol Hat [A-RHE-883383678505-7-3/8],A-RHE-883383678505-7-3/8,,,883383678505,A-RHE-883383678505-7-3/8,Resistol Hat,,
REVIEW,0.4,sku_match,fa2e5b85-bbfb-490d-b7aa-c6fd4d00ddfd,Resistol Hat [A-RHE-RF04750740.DLTN-L-BLA-6-3/4],A-RHE-RF04750740.DLTN-L-BLA-6-3/4,,,795214246022,A-RHE-RF04750740.DLTN-L-BLA-6-3/4,Resistol Hat,,
REVIEW,0.54,sku_match,d94f08b8-7258-4712-9a0b-0de1cc7402ff,Riding/Pig Whi; (A-WLE-65-5122-BL-BLU-39),A-WLE-65-5122-BL-BLU-39,,Weaver Leather,000399542426,A-WLE-65-5122-BL-BLU-39,Riding/Pig Whi;,,
REVIEW,0.35,sku_match,2c563e09-ab86-4350-a05e-1d3092719b6b,Shank Bit (A-WLE-25151-15-5.5-Mouth-Width),A-WLE-25151-15-5.5-Mouth-Width,,Weaver Leather,000399209497,A-WLE-25151-15-5.5-Mouth-Width,Shank Bit,,
REVIEW,0.31,sku_match,11c6e3ae-2afe-4f7f-8fa5-65222c56f102,Skyline Hat (A-GEN-SFSKYL-BLA-6-7/8) [A-GEN-SFSKYL-BLA-6-7/8],A-GEN-SFSKYL-BLA-6-7/8,,,883383034554,A-GEN-SFSKYL-BLA-6-7/8,Skyline Hat,,
REVIEW,0.05,sku_match,3ff2559d-b77d-495f-8c0d-a1a1ad390f94,Smoky MT 3034Y (K-SMB-3034Y-NA-6.5-NA),K-SMB-3034Y-OIL-3.5-NA,,,840955014550,K-SMB-3034Y-OIL-3.5-NA,Denver,,
REVIEW,0.09,sku_match,2966134a-f615-4baf-9d7f-615229a95aad,Smoky Mt 3506C (K-SMB-3506C-RW-13-NA),K-SMB-3506C-RW-13-NA,,,196120030192,K-SMB-3506C-RW-13-NA,Wichita,,
REVIEW,0.09,sku_match,4ecbd9d6-b5ae-494e-bf43-13acf26d3c5c,Smoky Mt 3506C (K-SMB-3506C-RW-13-NA),K-SMB-3506C-RW-10.5-NA,,,196120030147,K-SMB-3506C-RW-10.5-NA,Wichita,,
REVIEW,0.09,sku_match,a7f564d4-8093-416c-ab47-1ed979b62d42,Smoky Mt 3506C (K-SMB-3506C-RW-13-NA),K-SMB-3506C-RW-9.5-NA,,,196120030123,K-SMB-3506C-RW-9.5-NA,Wichita,,
REVIEW,0.13,sku_match,e6fe281e-a441-456f-8d1b-f2a49240bc9c,Smoky Mt 3507C (K-SMB-3507C-NA-9.5-NA),K-SMB-3507C-BRO-9-NA,,,196120030352,K-SMB-3507C-BRO-9-NA,Showdown,,
REVIEW,0.13,sku_match,65105e75-b925-43d1-8826-23a76eda43fc,Smoky Mt 3507C (K-SMB-3507C-NA-9.5-NA),K-SMB-3507C-BRO-3-NA,,,196120030499,K-SMB-3507C-BRO-3-NA,Showdown,,
REVIEW,0.13,sku_match,271c7c0c-385a-408c-9c8c-d7830fafc802,Smoky Mt 3507C (K-SMB-3507C-NA-9.5-NA),K-SMB-3507C-BRO-11-NA,,,196120030390,K-SMB-3507C-BRO-11-NA,Showdown,,
REVIEW,0.13,sku_match,77bc4bf6-1eec-4bf2-8bb1-166cb4116056,Smoky Mt 3507Y (K-SMB-3507Y-NA-4.5-NA),K-SMB-3507Y-BRO-7-NA,,,196120030574,K-SMB-3507Y-BRO-7-NA,Showdown,,
REVIEW,0.13,sku_match,410ddd6e-2999-4e06-bd61-8e65acb76b8e,Smoky Mt 3507Y (K-SMB-3507Y-NA-4.5-NA),K-SMB-3507Y-BRO-6.5-NA,,,196120030567,K-SMB-3507Y-BRO-6.5-NA,Showdown,,
REVIEW,0.1,sku_match,da0bf58d-b09b-48ac-bfd3-192b05ce1913,Smoky Mt 3525C (K-SMB-3525C-10.5-NA),K-SMB-3525C-BW-12-NA,,Smokey Mountain Boots,196120033964,K-SMB-3525C-BW-12-NA,Maddie,,
REVIEW,0.1,sku_match,75fe5077-ec49-490f-94d2-0dd32266850b,Smoky Mt 3525C (K-SMB-3525C-10.5-NA),K-SMB-3525C-BW-10-NA,,Smokey Mountain Boots,196120033926,K-SMB-3525C-BW-10-NA,Maddie,,
REVIEW,0.1,sku_match,327a4090-47be-4303-93b8-c59dc992b097,Smoky Mt 3525C (K-SMB-3525C-10.5-NA),K-SMB-3525C-BW-9.5-NA,,Smokey Mountain Boots,196120033919,K-SMB-3525C-BW-9.5-NA,Maddie,,
REVIEW,0.41,sku_match,f9f611cf-f00f-4894-8c4c-086691c913b4,Stars and Stripes (K-SMB-3880C-VIN-10-NA) [K-SMB-3880C-VIN-10-NA],K-SMB-3880C-VIN-10-NA,,,840995045118,K-SMB-3880C-VIN-10-NA,Stars and Stripes,,
REVIEW,0.57,sku_match,cb02b136-f9bd-4e68-8b6c-26e0589a67ee,Starter Show Coat (W-JPC-10087-252-NAV-12R),W-JPC-10087-252-BLA-14,,,845409006495,W-JPC-10087-252-BLA-14,Starter Show Coat,ok,
REVIEW,0.57,sku_match,8a18861d-a997-4b2f-93ca-5973be826a45,Starter Show Coat (W-JPC-10087-252-NAV-12R),W-JPC-10087-252-NAV-12R,,,845409006402,W-JPC-10087-252-NAV-12R,Starter Show Coat,,
REVIEW,0.4,sku_match,b29b6ea7-e4f2-4021-a9b7-7f21cf62aab9,Stetson Belgrade Hat (A-RHE-OSBLGD-343007L0-BLA-L) [A-RHE-OSBLGD-343007L0-BLA-L],A-RHE-OSBLGD-343007L0-BLA-L,,,195556034460,A-RHE-OSBLGD-343007L0-BLA-L,Stetson Belgrade Hat,,
REVIEW,0.25,sku_match,96c59c09-b0b6-430a-926f-e616bc2664e4,Straw Hat (A-GEN-719280476886-BLA-L) [A-GEN-719280476886-BLA-L],A-GEN-719280476886-BLA-L,,,719280476886,A-GEN-719280476886-BLA-L,Straw Hat,,
REVIEW,0.24,sku_match,e5d32edc-e16d-4db0-acd8-43919ac660e1,Straw Hat (A-GEN-719280476893-BLA-XL) [A-GEN-719280476893-BLA-XL],A-GEN-719280476893-BLA-XL,,,719280476893,A-GEN-719280476893-BLA-XL,Straw Hat,,
REVIEW,0.58,sku_match,99e9261b-e5c1-46cf-9a68-6256bf73c470,Top Hand Kids Boots (K-GEN-YTH0019-MOC-11.5-NA),K-GEN-YTH0019-MOC-11.5-NA,,,884882784551,K-GEN-YTH0019-MOC-11.5-NA,Top Hand Kids Boots,,
REVIEW,0.43,sku_match,e6cd552d-a709-4ffa-b271-a65a8b882223,"Tough 1 - 3/4"" Dark Oil Leather (A-JTI-18-110-DAR-3/4)",A-JTI-18-110-DAR-3/4,,,688499026260,A-JTI-18-110-DAR-3/4,"18-110 3/4"" Dark Oil",,
REVIEW,0.54,sku_match,cefe939e-69a1-4f07-8184-effb54b0838e,TuffRider Ladies Long Sleeves Show Shirt (W-JPC-100138-234-WHI-XXL),W-JPC-100138-234-WHI-XXL,,,845654019998,W-JPC-100138-234-WHI-XXL,TuffRider Cotton LS Show Shirt,,
REVIEW,0.36,sku_match,2bc1d454-b2a6-40e3-8b14-96a0d1ff9cc4,Twister Dallas (A-MFW-T7101047-7-BRO-7) [A-MFW-T7101047-7-BRO-7],A-MFW-T7101047-7-BRO-7,,,701340424852,A-MFW-T7101047-7-BRO-7,Twister Dallas,,
REVIEW,0.3,sku_match,d16a8c03-7695-4906-b10f-8530a65253b1,Twister Dallas (A-MFW-T7101047-7.125-BRO-7-1/8) [A-MFW-T7101047-7.125-BRO-7-1/8],A-MFW-T7101047-7.125-BRO-7-1/8,,,701340424869,A-MFW-T7101047-7.125-BRO-7-1/8,Twister Dallas,,
REVIEW,0.3,sku_match,d1d0848d-2c90-4e5f-96eb-5be204824ed0,Twister Dallas (A-MFW-T7101047-7.625-BRO-7-5/8) [A-MFW-T7101047-7.625-BRO-7-5/8],A-MFW-T7101047-7.625-BRO-7-5/8,,,701340424906,A-MFW-T7101047-7.625-BRO-7-5/8,Twister Dallas,,
REVIEW,0.35,sku_match,f707f341-ed86-4e29-9f20-b46d5775b5d8,Twister Dallas Hat (A-MFW-T7101047-7.875-BRO-7-7/8) [A-MFW-T7101047-7.875-BRO-7-7/8],A-MFW-T7101047-7.875-BRO-7-7/8,,,701340710597,A-MFW-T7101047-7.875-BRO-7-7/8,Twister Dallas Hat,,
REVIEW,0.46,sku_match,f9608c40-a504-4b04-8269-9c582368ab60,Twister Dallas [A-MFW-T7101047-6.875-BRO-6-7/8],A-MFW-T7101047-6.875-BRO-6-7/8,,,701340424845,A-MFW-T7101047-6.875-BRO-6-7/8,Twister Dallas,,
REVIEW,0.5,sku_match,d367eb3b-ff27-4158-85a1-789b97d20c9f,Twister Dallas [A-MFW-T7101047-7.75-7-3/4],A-MFW-T7101047-7.75-7-3/4,,,701340710580,A-MFW-T7101047-7.75-7-3/4,Twister Dallas,,
REVIEW,0.48,sku_match,8c7be452-2da6-4d7f-8ee1-8aab0c37ec0e,Twister Hat (K-MFW-T723401-L-BLA-L),K-MFW-T723401-L-BLA-L,,,701340535725,K-MFW-T723401-L-BLA-L,Twister Hat,,
REVIEW,0.47,sku_match,fd989283-f615-4cfe-907e-e07998dfeb57,Twister Hat (K-MFW-T7234247-M-BLA-M),K-MFW-T7234247-M-BLA-M,,,701340535763,K-MFW-T7234247-M-BLA-M,Twister Hat,,
REVIEW,0.53,sku_match,630cbd15-1a53-470c-be54-be1e13d3f680,Twister Hat Dallas [A-MFW-T7101001-6.75-BLA-6-3/4],A-MFW-T7101001-6.75-BLA-6-3/4,,,701340287136,A-MFW-T7101001-6.75-BLA-6-3/4,Twister Hat Dallas,,
REVIEW,0.53,sku_match,5f50d790-dda6-4b0d-a063-8b0ce47cd663,Twister Hat Dallas [A-MFW-T7101001-7.25-BLA-7-1/4],A-MFW-T7101001-7.25-BLA-7-1/4,,,701340287174,A-MFW-T7101001-7.25-BLA-7-1/4,Twister Hat Dallas,,
REVIEW,0.52,sku_match,4735e5f9-1724-4ff5-84b4-4d4733fa9a73,Twister Hat Dallas [A-MFW-T7101001-7.625-BLA-7-5/8],A-MFW-T7101001-7.625-BLA-7-5/8,,,701340287204,A-MFW-T7101001-7.625-BLA-7-5/8,Twister Hat Dallas,,
REVIEW,0.53,sku_match,05873697-b887-4bc7-98d5-ca73771dfb94,Twister Hat Dallas [A-MFW-T71010277-6.5-TAN-6-1/2],A-MFW-T71010277-6.5-TAN-6-1/2,,,701340695221,A-MFW-T71010277-6.5-TAN-6-1/2,Twister Hat Dallas,,
REVIEW,0.52,sku_match,0d9a663a-bbec-49ac-b195-f9a8cdd21d0a,Twister Hat Dallas [A-MFW-T71010277-7.75-BEI-7-3/4],A-MFW-T71010277-7.75-BEI-7-3/4,,,701340710610,A-MFW-T71010277-7.75-BEI-7-3/4,Twister Hat Dallas,,
REVIEW,0.51,sku_match,92ca9799-871a-4c8a-830d-3b9020c62a16,Twister Hat Dallas [A-MFW-T71010277-7.875-BEI-7-7/8],A-MFW-T71010277-7.875-BEI-7-7/8,,,701340710627,A-MFW-T71010277-7.875-BEI-7-7/8,Twister Hat Dallas,,
REVIEW,0.37,sku_match,23912cd6-f64d-4709-95fc-dc67a26415b2,Twister Hat El Paso (A-MFW-T75324286-7.25-GRA-7-1/4) [A-MFW-T75324286-7.25-GRA-7-1/4],A-MFW-T75324286-7.25-GRA-7-1/4,,,701340767409,A-MFW-T75324286-7.25-GRA-7-1/4,Twister Hat El Paso,,
REVIEW,0.37,sku_match,372ca11f-4811-457c-9d04-81413f7bb329,Twister Hat El Paso (A-MFW-T75324286-7.5-GRA-7-1/2) [A-MFW-T75324286-7.5-GRA-7-1/2],A-MFW-T75324286-7.5-GRA-7-1/2,,,701340767423,A-MFW-T75324286-7.5-GRA-7-1/2,Twister Hat El Paso,,
REVIEW,0.36,sku_match,4219b7d2-5e8b-4c08-b5b1-3f8e90c5ca64,Twister Hat El Paso (A-MFW-T75324286-7.625-GRA-7-5/8) [A-MFW-T75324286-7.625-GRA-7-5/8],A-MFW-T75324286-7.625-GRA-7-5/8,,,701340767430,A-MFW-T75324286-7.625-GRA-7-5/8,Twister Hat El Paso,,
REVIEW,0.53,sku_match,d7030b62-e4d0-44c9-8f3e-a3896953bcc0,"Twister Hat El Paso 4 1/4""SS/SS 6 3/4 (A-MFW-T75324286-6.75-GRA-6-3/4) [A-MFW-T75324286-6.75-GRA-6-3/4]",A-MFW-T75324286-6.75-GRA-6-3/4,,,701340767362,A-MFW-T75324286-6.75-GRA-6-3/4,"Twister Hat El Paso 4 1/4""SS/SS 6 3/4",,
REVIEW,0.53,sku_match,e12ccc15-c907-4041-b01b-0c03b440aa7c,Twister Hat El Paso [A-MFW-T75324286-7.375-GRA-7-3/8],A-MFW-T75324286-7.375-GRA-7-3/8,,,701340767416,A-MFW-T75324286-7.375-GRA-7-3/8,Twister Hat El Paso,,
REVIEW,0.58,sku_match,dbee025a-c3bd-4909-825f-128dcea17467,Twister Hat T73436 [A-MFW-T73436-6.75-6-3/4],A-MFW-T73436-6.75-6-3/4,,,701340789616,A-MFW-T73436-6.75-6-3/4,Twister Hat T73436,ok,
REVIEW,0.57,sku_match,71ff5792-a438-4093-ac02-b71ff418e6c8,Twister Hat T73436 [A-MFW-T73436-6.875-6-7/8],A-MFW-T73436-6.875-6-7/8,,,701340789623,A-MFW-T73436-6.875-6-7/8,Twister Hat T73436,,
REVIEW,0.59,sku_match,84415551-baed-47e1-9fbc-f22b7ffd0b6f,Twister Hat T73436 [A-MFW-T73436-7.5-7-1/2],A-MFW-T73436-7.5-7-1/2,,,701340789678,A-MFW-T73436-7.5-7-1/2,Twister Hat T73436,,
REVIEW,0.57,sku_match,a79dba97-691d-41bd-8f37-a2ea807a7ea6,Twister Hat T73436 [A-MFW-T73436-7.625-7-5/8],A-MFW-T73436-7.625-7-5/8,,,701340789685,A-MFW-T73436-7.625-7-5/8,Twister Hat T73436,,
REVIEW,0.52,sku_match,5e3d6a97-0846-4737-8108-e0ebb262b2b0,"Union Built Men's 9"" Packer (M-BHS-DH3706-BRO-12-EE) [M-BHS-DH3706-BRO-12-EE]",M-BHS-DH3706-BRO-12-EE,,,749186526446,M-BHS-DH3706-BRO-12-EE,"Union Built Men's 9"" Packer",,
REVIEW,0.4,sku_match,6d57d8ae-3fa6-441a-b802-69807fdbed96,Unknown (A-GEN-40277-BLK-LG),A-GEN-40277-BLK-LG,,,789043417180,A-GEN-40277-BLK-LG,Unknown,,
REVIEW,0.43,sku_match,5743e73d-e878-427d-b167-6f8279423606,V-Hem Tank (W-WMA-WLWT20RZJ7-RED-XXL),W-WMA-WLWT20RZJ7-RED-XXL,,Westmoor Manufacturing,194648903370,W-WMA-WLWT20RZJ7-RED-XXL,V-Hem Tank,,
REVIEW,0.49,sku_match,b4a8bc2b-94aa-4491-b131-69be125172a5,V-hem Tank - Plus (W-WMA-WLWT20XZJ7-LIG-3X),W-WMA-WLWT20XZJ7-RED-1X,,Westmoor Manufacturing,194648903417,W-WMA-WLWT20XZJ7-RED-1X,V-hemTank Plus,,
REVIEW,0.52,sku_match,70d10b2a-fcd1-4655-bded-acce38ee8feb,V-hem Tank - Plus (W-WMA-WLWT20XZJ7-LIG-3X),W-WMA-WLWT20XZJ7-RED-2X,,Westmoor Manufacturing,194648903424,W-WMA-WLWT20XZJ7-RED-2X,V-hem Tank Plus,,
REVIEW,0.57,sku_match,dff70fcd-1396-47ad-aadb-26caebb4fceb,V-hem Tank - Plus (W-WMA-WLWT20XZJ7-LIG-3X),W-WMA-WLWT20XZJ7-LIG-3X,,Westmoor Manufacturing,194648903400,W-WMA-WLWT20XZJ7-LIG-3X,V-hem Tank - Plus,,
