confidence,name_similarity,match_type,ls_product_id,ls_name,ls_sku,brand,supplier,our_barcode,our_sku,our_name,Review,Reason
MEDIUM,0.64,sku_match,9fd85d4e-522b-4fc7-ac0c-397a76440181,"Ariat Product 2x WoolAM/SS4 1/4""3pc 7 (A-ARI-A7520247-7-BRO-7)",A-ARI-A7520247-7-BRO-7,Ariat,,701340577237,A-ARI-A7520247-7-BRO-7,"Ariat Hat 2xWoolAM/SS4 1/4""3pc 7",,
MEDIUM,0.72,sku_match,36e5a172-90ca-4b78-9156-7cc9c9db1386,Ariat REAL Girls Bootcut Jeans (G-ARI-10043206-LEI-7),G-ARI-10043206-LEI-7,Ariat,,195696414900,G-ARI-10043206-LEI-7,Ariat REAL Girls Bootcut Jeans,,
MEDIUM,0.61,sku_match,9b977964-50f3-47b3-8867-416c41c91fa5,Ariat REAL Perfect Rise Boot Cut (W-ARI-10041063-29-S) [W-ARI-10041063-29-S],W-ARI-10041063-29-S,Ariat,,195696195366,W-ARI-10041063-29-S,Ariat REAL Perfect Rise Boot Cut Jeans,,
MEDIUM,0.74,sku_match,81c3b241-3137-4160-9bdc-ba2138298046,Ariat Rebar M3 Loose Straight Leg Jeans (M-ARI-10022605-SIE-34-34),M-ARI-10022605-SIE-34-34,Ariat,,889359493141,M-ARI-10022605-SIE-34-34,Ariat Rebar M3 Loose Straight Leg Jeans,,
MEDIUM,0.76,sku_match,b1d89a55-3b12-4e0d-a44b-b283d56c412e,Ariat Rebar M4 Relaxed Boot Cut Jeans (M-ARI-10016220-36-38),M-ARI-10016220-36-38,Ariat,,884849916520,M-ARI-10016220-36-38,Ariat Rebar M4 Relaxed Boot Cut Jeans,,
MEDIUM,0.73,sku_match,ee125ef5-1dd1-4cf1-bf2d-6447cf84d265,Ariat Rebar M4 Relaxed Boot Cut Jeans (M-ARI-10041086-GAB-33-34),M-ARI-10041086-GAB-33-34,Ariat,,195696203375,M-ARI-10041086-GAB-33-34,Ariat Rebar M4 Relaxed Boot Cut Jeans,,
MEDIUM,0.69,sku_match,0cc0086c-0e10-4ca8-996f-923824f7f582,Ariat Rebar M5 Work Flow Pants (M-ARI-10039289-BLA-30-34),M-ARI-10039289-BLA-30-34,Ariat,,195696018467,M-ARI-10039289-BLA-30-34,Ariat Rebar M5 Work Flow Pants,,
MEDIUM,0.71,sku_match,33969f9c-bb80-4c38-a622-185fffa63232,Ariat Rebar Work Flex Jeans (W-ARI-10045373-32-S),W-ARI-10045373-32-S,Ariat,,195696590284,W-ARI-10045373-32-S,Ariat Rebar Work Flex Jeans,,
MEDIUM,0.75,sku_match,42867667-febf-4b70-b649-69effc4fbb14,Ariat TEK Midweight Western Boot Socks (A-ARI-AR2345-050-XL-XL),A-ARI-AR2345-050-XL-XL,Ariat,,1929049272...,A-ARI-AR2345-050-XL-XL,Ariat TEK Midweight Western Boot Socks,,
MEDIUM,0.74,sku_match,e574880d-02c0-4ee9-9343-c23f55f115a7,Ariat Ultra Stretch Katie Jeans (W-ARI-10043175-31-L),W-ARI-10043175-33-R,Ariat,,195696404574,W-ARI-10043175-33-R,Ariat Ultra Stretch Katie Jeans,,
MEDIUM,1,sku_match,c438f625-2f67-459a-90f4-af06e59213b4,Ariat Women's Everyday Western Snap LS Shirt,W-ARI-10060382-CAY-1X,Ariat,,197318433580,W-ARI-10060382-CAY-1X,Ariat Women's Everyday Western Snap LS Shirt,,
MEDIUM,1,sku_match,9da395cf-4a90-4a26-97c9-3e158a197113,Ariat Women's Everyday Western Snap LS Shirt,W-ARI-10060382-CAY-3X,Ariat,,197318433603,W-ARI-10060382-CAY-3X,Ariat Women's Everyday Western Snap LS Shirt,,
MEDIUM,0.9,sku_match,1e8e4e10-3821-4114-b391-1c1a64730d5a,Ariat Women's Everyday Western Snap LS Shirt,W-ARI-10060382-CAY-XL,Ariat,,197318433566,W-ARI-10060382-CAY-XL,Ariat Everyday Western Snap LS Shirt,,
MEDIUM,0.96,sku_match,b0ef8534-1acd-4152-82ee-a1698bf908be,Ariat Women's Everyday Western Snap LS Shirt,W-ARI-10060382-CAY-XXL,Ariat,,197318433573,W-ARI-10060382-CAY-XXL,Ariat Women's Everyday Western Snap Shirt,,
MEDIUM,0.81,sku_match,f259b56a-db8f-4187-a2f4-53b8b388a853,Ariat Women's Everyday Western Snap LS Shirt,W-ARI-10060382-CAY-2X,Ariat,,197318433597,W-ARI-10060382-CAY-2X,Everyday Western Snap LS Shirt,,
MEDIUM,0.75,sku_match,78876663-7029-4e57-b4c0-c4021b30bc64,Ariat Work Rebar M7 Slim Fit Straight Leg (M-ARI-10041080-BLA-30-34),M-ARI-10041080-BLA-30-34,Ariat,,195696205331,M-ARI-10041080-BLA-30-34,Ariat Work Rebar M7 Slim Fit Straight Leg,ok,
MEDIUM,0.6,sku_match,6b27587e-a63d-411e-98a1-71526956256c,Booted Logo Hoodie (W-ARI-10062734-BLA-3X),W-ARI-10062734-BLA-3X,Ariat,,197318608438,W-ARI-10062734-BLA-3X,Booted Logo Hoodie,,
MEDIUM,0.66,sku_match,15d2096c-0a83-425b-bae8-6e8f177301d2,Circuit Patriot Square Toe (M-ARI-10036001-BAR-15-EE),M-ARI-10036001-BAR-15-EE,Ariat,,192904703047,M-ARI-10036001-BAR-15-EE,Circuit Patriot Square Toe,,
MEDIUM,0.63,sku_match,5c6b685b-059d-40f7-9e79-68e9867870b9,Crius Insulated Vest (W-ARI-10052831-CC-1X),W-ARI-10052831-CC-1X,Ariat,,197318151354,W-ARI-10052831-CC-1X,Crius Insulated Vest,,
MEDIUM,0.66,sku_match,1f8a54e3-8190-49aa-961f-f9f233b129a2,Demetri Classic LS Shirt (M-ARI-10043921-WIN-S/P),M-ARI-10043921-WIN-S/P,Ariat,,195696432454,M-ARI-10043921-WIN-S/P,Demetri Classic LS Shirt,,
MEDIUM,0.64,sku_match,56b1bd66-f537-4a92-9d60-9988a978d5a8,Felipe FTD LS SNP SHRT (M-ARI-10073623-CHA-XXL),M-ARI-10073623-CHA-XL,Ariat,,197318907715,M-ARI-10073623-CHA-XL,Felipe FTD LS SNP SHRT,,
MEDIUM,0.64,sku_match,1359fb62-2439-48f7-a2ea-a5c065cde5bf,Felipe FTD LS SNP SHRT (M-ARI-10073623-CHA-XXL),M-ARI-10073623-CHA-XXL,Ariat,,197318907722,M-ARI-10073623-CHA-XXL,Felipe FTD LS SNP SHRT,,
MEDIUM,0.63,sku_match,039bf898-c264-4faa-9e3d-4c1097b0c948,Felipe FTD LS SNP SHRT (M-ARI-10073623-CHA-XXL),A-ARI-10073623-CHA-S,Ariat,,197318907685,A-ARI-10073623-CHA-S,Felipe FTD LS SNP Shirt,,
MEDIUM,0.63,sku_match,c28b3c00-47d4-494a-8bfe-a6cff178cdd1,Felipe FTD LS SNP SHRT (M-ARI-10073623-CHA-XXL),M-ARI-10073623-CHA-M,Ariat,,197318907692,M-ARI-10073623-CHA-M,Felipe FTD LS SNP Shirt,,
MEDIUM,0.64,sku_match,051a7a6a-7f12-49e2-aa1c-2fa96f87d92d,Felipe FTD LS SNP SHRT (M-ARI-10073623-CHA-XXL),M-ARI-10073623-CHA-L,Ariat,,197318907708,M-ARI-10073623-CHA-L,Felipe FTD LS SNP SHRT,,
MEDIUM,0.63,sku_match,ae38752e-9d42-44cf-85af-777df57da3f0,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-12-D,Ariat,,751702459145,M-ARI-10002218-BLA-12-D,Heritage Western R Toe,,
MEDIUM,0.63,sku_match,930614f1-ba4c-4eab-aa05-fc2fa1d0b5f3,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-14-EE,Ariat,,751702731418,M-ARI-10002218-BLA-14-EE,Heritage Western R Toe,ok,
MEDIUM,0.63,sku_match,546bc0eb-e846-43b7-98f5-75a9924d80ed,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-10.5-D,Ariat,,751702459114,M-ARI-10002218-BLA-10.5-D,Heritage Western R Toe,,
MEDIUM,0.63,sku_match,3b7e6cc7-0d79-4847-93ae-5002911914a8,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-10-EE,Ariat,,751702468956,M-ARI-10002218-BLA-10-EE,Heritage Western R Toe,,
MEDIUM,0.63,sku_match,789031b7-4d39-4664-9ca1-8e231d5e4aba,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-13-D,Ariat,,751702459152,M-ARI-10002218-BLA-13-D,Heritage Western R Toe,,
MEDIUM,0.63,sku_match,e4c0bcc8-257f-4926-8ff2-ac3be7063829,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-13-EE,Ariat,,751702701824,M-ARI-10002218-BLA-13-EE,Heritage Western R Toe,,
MEDIUM,0.63,sku_match,cafbf091-fc27-4b97-884d-86acc61f21dc,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-9.5-D,Ariat,,751702459091,M-ARI-10002218-BLA-9.5-D,Heritage Western R Toe,,
MEDIUM,0.63,sku_match,023c2424-8026-40e9-9090-a45c59d90d95,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-10-D,Ariat,,751702459107,M-ARI-10002218-BLA-10-D,Heritage Western R Toe,,
MEDIUM,0.63,sku_match,480c9e17-2d4d-41ec-b66a-3eb267cd097d,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-14-D,Ariat,,751702668875,M-ARI-10002218-BLA-14-D,Heritage Western R Toe,,
MEDIUM,0.63,sku_match,8e98a8ef-b1fa-4e5c-8b57-5fb4c80a10d9,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-15-EE,Ariat,,197318052477,M-ARI-10002218-BLA-15-EE,Heritage Western R Toe,,
MEDIUM,0.63,sku_match,b75485ed-4666-4478-93ad-0aaee7054020,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-10.5-EE,Ariat,,751702468963,M-ARI-10002218-BLA-10.5-EE,Heritage Western R Toe,,
MEDIUM,0.63,sku_match,8da8470b-1667-459c-8e20-0128d1d34268,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-15-D,Ariat,,884849126851,M-ARI-10002218-BLA-15-D,Heritage Western R Toe,,
MEDIUM,0.63,sku_match,c0b3c41c-4e61-4d08-87a2-a5e72bfbe066,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-11.5-D,Ariat,,751702459138,M-ARI-10002218-BLA-11.5-D,Heritage Western R Toe,,
MEDIUM,0.63,sku_match,548c1e5a-2ed6-4641-9455-7b0dc25ccffb,Heritage Western R Toe (M-ARI-10002218-BLA-14-D),M-ARI-10002218-BLA-11-D,Ariat,,751702459121,M-ARI-10002218-BLA-11-D,Heritage Western R Toe,,
MEDIUM,0.62,sku_match,07c4c129-1800-4521-93da-181187132916,More Cowboys T-Shirt (W-ARI-10059023-WHI-XS),W-ARI-10059023-WHI-S,Ariat,,197318430503,W-ARI-10059023-WHI-S,More Cowboys T-Shirt,,
MEDIUM,0.62,sku_match,790d6d5d-91ea-45e1-8b27-a9c6f29914ae,More Cowboys T-Shirt (W-ARI-10059023-WHI-XS),W-ARI-10059023-WHI-XS,Ariat,,197318430497,W-ARI-10059023-WHI-XS,More Cowboys T-Shirt,,
MEDIUM,0.68,sku_match,5cf98fa6-5850-4e77-a232-312fdf2e64d9,Quarry 1/2 Zip Sweatshirt (W-ARI-10065973-BLU-1X),W-ARI-10065973-BLU-3X,Ariat,,197318707063,W-ARI-10065973-BLU-3X,Quarry 1/2 Zip Sweatshirt,,
MEDIUM,0.68,sku_match,f5ec686d-5465-456e-be5f-0035e09abf6e,Quarry 1/2 Zip Sweatshirt (W-ARI-10065973-BLU-1X),W-ARI-10065973-BLU-1X,Ariat,,197318707049,W-ARI-10065973-BLU-1X,Quarry 1/2 Zip Sweatshirt,,
MEDIUM,0.68,sku_match,5c116934-e04b-4f5e-b517-238cd3f6194f,Quarry 1/2 Zip Sweatshirt (W-ARI-10065973-BLU-1X),W-ARI-10065973-BLU-XXL,Ariat,,197318707032,W-ARI-10065973-BLU-XXL,Quarry 1/2 Zip Sweatshirt,,
MEDIUM,0.61,sku_match,0ce8c1fb-1c3b-4342-81f9-b322fe046094,Real Crius Ins Vest (W-ARI-10041584-BAN-XL),W-ARI-10041584-BAN-XL,Ariat,,195696251277,W-ARI-10041584-BAN-XL,Real Crius Ins Vest,,
MEDIUM,0.61,sku_match,fa4efc2f-9305-42b9-b97d-a9f37895c186,Real Flying Flag Hoodie (W-ARI-10046452-NAV-XXL),W-ARI-10046452-NAV-XXL,Ariat,,195696653071,W-ARI-10046452-NAV-XXL,Real Flying Flag Hood,,
MEDIUM,0.65,sku_match,905cb824-7adc-4916-ad97-b32a59665d30,Real Flying Flag Hoodie (W-ARI-10046452-NAV-XXL),W-ARI-10046452-NAV-2X,Ariat,,195696653095,W-ARI-10046452-NAV-2X,Real Flying Flag Hoodie,,
MEDIUM,0.71,sku_match,5ed47755-6d2f-4143-bf5b-6a36d35f6f7d,Rebar Aztec Flag Graphic Hood (W-ARI-10041466-MOO-XS),W-ARI-10041466-MOO-XXL,Ariat,,195686261221,W-ARI-10041466-MOO-XXL,Rebar Aztec Flag Graphic Hood,,
MEDIUM,0.7,sku_match,425060af-0a0b-4f6f-90b4-4dd163f62cc9,Rebar Workman Moto Eagle Hood (M-ARI-10052082-BLA-3XL),M-ARI-10052082-BLA-3XL,Ariat,,1937318101809,M-ARI-10052082-BLA-3XL,Rebar Workman Moto Eagle Hood,,
MEDIUM,0.68,sku_match,f991c4c2-2424-4be9-bf77-0e3bb7d8a137,Sienna 1/2 Zip Sweatshirt (W-ARI-10065960-MAR-XS),W-ARI-10065960-MAR-XXL,Ariat,,197318708053,W-ARI-10065960-MAR-XXL,Sienna 1/2 Zip Sweatshirt,,
MEDIUM,0.65,sku_match,c3ac5d36-e450-444a-80bf-be4c19f5d004,Western Stamps Hoodie (K-ARI-10060845-LAY-L),K-ARI-10060845-LAY-L,Ariat,,193318204567,K-ARI-10060845-LAY-L,Western Stamps Hoodie,,
MEDIUM,0.63,sku_match,9c2d4a79-3f59-413b-9727-74349dfcee53,Women's Circuit Savanna (W-ARI-10035942-NAT-6.5-B),W-ARI-10035942-NAT-5.5-B,Ariat,,192904726282,W-ARI-10035942-NAT-5.5-B,Women's Circuit Savanna,,
MEDIUM,0.64,sku_match,ea896f50-cec8-4daf-af6f-9d4ea6bc269d,Women's Olena Boots (W-ARI-10044442-6-B),W-ARI-10044442-6-B,Ariat,,195696536329,W-ARI-10044442-6-B,Women's Olena Boots,,
MEDIUM,0.7,sku_match,26ce867a-ca5c-40ac-8315-58b1a959e138,WorkHog XT VentTEK H2O Carbon Toe (M-ARI-10036005-RS-11.5-EE),M-ARI-10036005-RS-11.5-EE,Ariat,,192904702446,M-ARI-10036005-RS-11.5-EE,WorkHog XT VentTEK H2O Carbon Toe,ok,
MEDIUM,0.65,sku_match,6d0ed92b-dfce-43dc-90b7-e51d3f5dec09,Blazin Roxx 30592 (A-MFW-30592-MUL),A-MFW-30592-MUL,Blazin Roxx,,701340515901,A-MFW-30592-MUL,Blazin Roxx 30592,,
MEDIUM,0.65,sku_match,067f7b55-288c-4306-85fc-1dd12aa3573a,Blazin Roxx 30594 (A-MFW-30594-BLA),A-MFW-30594-BLA,Blazin Roxx,,701340515918,A-MFW-30594-BLA,Blazin Roxx 30594,,
MEDIUM,0.83,sku_match,68da5401-cf8d-4c1b-b2c4-faa22684dd91,Bullhide Hat Kingman 4X,A-BHH-0550BL-BLA-7-1/8,Bullhide,Bullhide Hats,7707060247163,A-BHH-0550BL-BLA-7-1/8,Bullhide Kingman 4X Hat,,
MEDIUM,0.98,sku_match,e1bf9792-1206-4bf6-9797-5b4c49fd6fa5,Bullhide Hat Kingman 4X,A-RBR-0550BL-BLA-7-1/4,Bullhide,Bullhide Hats,7707060247170,A-RBR-0550BL-BLA-7-1/4,Bullhide Hats Kingman 4X,,
MEDIUM,1,sku_match,814730bc-9419-4978-a3e5-836364d90f6b,Bullhide Hat Kingman 4X,A-BHH-0550BL-BLA-7-5/8,Bullhide,Bullhide Hats,7707060247200,A-BHH-0550BL-BLA-7-5/8,Bullhide Hat Kingman 4X,,
MEDIUM,1,sku_match,e5495e81-b526-4802-a445-3dad50f39a3a,Bullhide Hat Kingman 4X,A-BHH-0550BL-BLA-7-1/2,Bullhide,Bullhide Hats,7707060247194,A-BHH-0550BL-BLA-7-1/2,Bullhide Hat Kingman 4X,,
MEDIUM,1,sku_match,f48447e3-1d1a-4966-a025-1b89f820e3bc,Bullhide Hat Kingman 4X,A-BHH-0550BL-BLA-7,Bullhide,Bullhide Hats,7707060247156,A-BHH-0550BL-BLA-7,Bullhide Hat Kingman 4X,,
MEDIUM,0.78,sku_match,4fd682fc-1136-405d-ae63-393e5fd88c81,LIFE WITH YOU 4X TURQUOISE,A-BHH-0870TU-TUR-L,Bullhide,Bullhide Hats,7707060237966,A-BHH-0870TU-TUR-L,Life With You 4X Hat,,
MEDIUM,0.65,sku_match,61d04d3f-0a1e-495c-abc0-4a821033f1e2,LIFE WITH YOU 4X TURQUOISE,A-BHH-0870TU-TUR-S,Bullhide,Bullhide Hats,7707060237395,A-BHH-0870TU-TUR-S,Bullhide Life With You 4x Hat,,
MEDIUM,0.6,sku_match,a6b2a2e8-6181-4c18-bc0b-7b277b513ae7,Life With You 4X (A-BHH-0870LI-LIL-S),A-BHH-0870LI-LIL-XL,Bullhide,Bullhide Hats,7707060238024,A-BHH-0870LI-LIL-XL,Life With You 4X,,
MEDIUM,0.6,sku_match,9287b8d3-1af9-4d87-a664-7578d74136d6,Life With You 4X (A-BHH-0870LI-LIL-S),A-BHH-0870LI-LIL-M,Bullhide,Bullhide Hats,7707060238000,A-BHH-0870LI-LIL-M,Life With You 4X,ok,
MEDIUM,0.6,sku_match,bd5f4fa4-c39e-480e-9991-aef1f6036224,Life With You 4X (A-BHH-0870LI-LIL-S),A-BHH-0870LI-LIL-S,Bullhide,Bullhide Hats,7707060237980,A-BHH-0870LI-LIL-S,Life With You 4X,,
MEDIUM,0.65,sku_match,dff71970-8f51-4326-ab5f-d630af56938d,Corral LD Fuchsia Embroidered Ankle Boot (W-COR-Z5137-FUC-8-M) [W-COR-Z5137-FUC-8-M],W-COR-Z5137-FUC-8-M,CORRAL,Corral Boots Company LLC,193109643961,W-COR-Z5137-FUC-8-M,Corral LD Fuchsia Embroidered Ankle Boot,,
MEDIUM,0.8,sku_match,e089ff14-4a28-485b-999a-d703461b1de0,Distressed Black Floral Petal Embroidery Boots (W-COR-A4847-DIS-10-M),W-COR-A4847-DIS-10-M,CORRAL,Corral Boots Company LLC,193109982138,W-COR-A4847-DIS-10-M,Distressed Black Floral Petal Embroidery Boots,,
MEDIUM,0.8,sku_match,1d889d80-f759-45f7-9692-0f3e21f6b7cb,Distressed Black Floral Petal Embroidery Boots (W-COR-A4847-DIS-10-M),W-COR-A4847-DIS-9-M,CORRAL,Corral Boots Company LLC,193109982114,W-COR-A4847-DIS-9-M,Distressed Black Floral Petal Embroidery Boots,,
MEDIUM,0.78,sku_match,d313d895-81d8-4bd1-946b-850b062558b9,LD Brown Laser Embroidery/Studs Sq Toe (W-COR-Z5009-BRO-9-M),W-COR-Z5009-BRO-9-M,CORRAL,Corral Boots Company LLC,193109413618,W-COR-Z5009-BRO-9-M,LD Brown Laser Embroidery/Studs Sq Toe,ok,
MEDIUM,0.8,sku_match,50814e47-ae26-4d57-bb14-8acfd94cf238,LD Brown/Yellow Overlay & Embroidery Sq toe (W-COR-Z5098-BY-7-M),W-COR-Z5098-BRO-11-M,CORRAL,Corral Boots Company LLC,193109594782,W-COR-Z5098-BRO-11-M,LD Brown/Yellow Overlay & Embroidery Sq Toe,,
MEDIUM,0.67,sku_match,63dbab39-8427-4cc2-b95e-ce09ff763ac1,LD Natural/Turquoise Python Embroidered (W-COR-L5906-NAT-12-NA),W-COR-L5906-NAT-9-M,CORRAL,Corral Boots Company LLC,193109549690,W-COR-L5906-NAT-9-M,LD Natural/Turquoise Python Embr,,
MEDIUM,0.74,sku_match,add3f308-1b68-4a6b-98de-bbbb68dcf404,LD Shedron Chocolate Embroidery (W-COR-L5665-SC-12-M),W-COR-L5665-SC-12-M,CORRAL,Corral Boots Company LLC,193109338614,W-COR-L5665-SC-12-M,LD Shedron Chocolate Embroidery,,
MEDIUM,0.86,sku_match,5fb10490-afb8-459b-b4b8-794d5e5015a2,LD Tan Hydro Resist Saddle Vamp/Brown Top Farm&Ranch Dual Density Sole Sq Toe (W-COR-W5006-TAN-10.5-M),W-COR-W5006-TAN-10.5-M,CORRAL,Corral Boots Company LLC,193109582956,W-COR-W5006-TAN-10.5-M,LD Tan Hydro Resist Saddle Vamp/Brown Top Farm&Ranch Dual Density Sole Sq Toe,,
MEDIUM,0.86,sku_match,27c4615a-3cfc-47bf-a89f-d609de5b813a,LD Tan Hydro Resist Saddle Vamp/Brown Top Farm&Ranch Dual Density Sole Sq Toe (W-COR-W5006-TAN-10.5-M),W-COR-W5006-BRO-11-M,CORRAL,Corral Boots Company LLC,193109582963,W-COR-W5006-BRO-11-M,LD Tan Hydro Resist Saddle Vamp/Brown Top Farm&Ranch Dual Density Sole Sq Toe,,
MEDIUM,0.65,sku_match,40a9c8ca-d8e3-4a3f-9f30-7f1255f5c1b2,MN Tobacco/Turquoise Fish Pirarucu Embroid (M-COR-B50223-TT-12-D) [M-COR-B50223-TT-12-D],M-COR-B50223-TT-12-D,CORRAL,Corral Boots Company LLC,193109786781,M-COR-B50223-TT-12-D,MN Tobacco/Turquoise Fish Pirarucu Embroid,,
MEDIUM,0.65,sku_match,23006c0f-c6a6-4ced-b460-b42f17e07511,MN Tobacco/Turquoise Fish Pirarucu Embroid (M-COR-B5023-TT-13-NA) [M-COR-B5023-TT-13-NA],M-COR-B5023-TT-13-NA,CORRAL,Corral Boots Company LLC,193109786798,M-COR-B5023-TT-13-NA,MN Tobacco/Turquoise Fish Pirarucu Embroid,,
MEDIUM,0.73,sku_match,9aa03077-7ef4-4fe3-87e4-9f3e31903642,Men's Chocolate Alligator Embroidery Wide Square Toe Cowboy Boot - A4935,M-COR-A4935-CHO-12-EE,CORRAL,Corral Boots Company LLC,199606004762,M-COR-A4935-CHO-12-EE,MN Chocolate Alligator Embroidery Wide SQ,ok,
MEDIUM,0.82,sku_match,81a64258-c082-4fd3-9880-b5ce748866b3,TN Distressed Brown/Sand Embroidery SQ. Toe Boots (K-COR-J7118-DS-5-NA),K-COR-J7118-DS-5-NA,CORRAL,Corral Boots Company LLC,193109552010,K-COR-J7118-DS-5-NA,TN Distressed Brown/Sand Embroidery SQ. Toe Boots,,
MEDIUM,0.74,sku_match,242fc582-b3a0-436b-bc43-4f510b72f90e,"Carolina Men's 6"" Steel Toe Waterproof (M-BHS-CA3593-TRA-10.5-EE)",M-BHS-CA3593-BRO-12-EE,Carolina,,726363746118,M-BHS-CA3593-BRO-12-EE,"Carolina Men's 6"" Steel Toe Waterproof",,
MEDIUM,0.69,sku_match,51d3e6ce-cccc-40cd-ad04-740455e9b0d8,"Carolina Men's 6"" Waterproof Broad Toe Work Boot (M-BHS-CA7028-KHA-11.5-D)",M-BHS-CA7028-KHA-13-M,Carolina,,726363523948,M-BHS-CA7028-KHA-13-M,"Men's 6"" Waterproof Broad Toe Work Boot",,
MEDIUM,0.79,sku_match,0567e0e2-c78f-43e4-a8fb-8470ffd9676c,"Carolina Men's 6"" Waterproof Broad Toe Work Boot (M-BHS-CA7028-KHA-11.5-D)",M-BHS-CA7028-KHA-11.5-D,Carolina,,726363523924,M-BHS-CA7028-KHA-11.5-D,"Carolina Men's 6"" Waterproof Broad Toe Work Boot",,
MEDIUM,0.82,sku_match,912c29be-c7a9-4cd5-ab52-d385ca8f4405,"Carolina Men's 8"" Waterproof Composite Broad Toe Work Boot (M-BHS-CA8526-KHA-11-EE)",M-BHS-CA8526-KHA-11-EE,Carolina,,726363524464,M-BHS-CA8526-KHA-11-EE,"Carolina Men's 8"" Waterproof Composite Broad Toe Work Boot",,
MEDIUM,0.67,sku_match,9e9bfbb0-226a-49ca-8030-3d2a11f2b21c,"Carolina Men's 8"" Waterproof Steel Toe Logger (M-BHS-CA9821-COP-10.5-EE)",M-BHS-CA9821-COP-11-EE,Carolina,,726363436668,M-BHS-CA9821-COP-11-EE,"Men's 8"" Waterproof Steel Toe Logger",,
MEDIUM,0.7,sku_match,2b166a6d-a560-4455-abe8-ce5c10421ae3,"Carolina Men's 8"" Waterproof Steel Toe Logger (M-BHS-CA9821-COP-10.5-EE)",M-BHS-CA9821-COP-11.5-D,Carolina,,726363436569,M-BHS-CA9821-COP-11.5-D,"Carolina 8"" Waterproof Steel Toe Logger",,
MEDIUM,0.67,sku_match,d43afbd2-4edf-4ab3-96d7-d670907b5a7c,"Carolina Men's 8"" Waterproof Steel Toe Logger (M-BHS-CA9821-COP-10.5-EE)",M-BHS-CA9821-COP-12-EE,Carolina,,726363436682,M-BHS-CA9821-COP-12-EE,"Men's 8"" Waterproof Steel Toe Logger",,
MEDIUM,0.77,sku_match,d7fc25aa-a708-4dc3-8d05-80d6a3826d7e,"Carolina Men's 8"" Waterproof Steel Toe Logger (M-BHS-CA9821-COP-10.5-EE)",M-BHS-CA9821-COP-11.5-EE,Carolina,,726363736675,M-BHS-CA9821-COP-11.5-EE,"Carolina Men's 8"" Waterproof Steel Toe Logger",,
MEDIUM,0.67,sku_match,7b4ad074-7c8d-4771-aeea-c75c6c388087,"Carolina Men's 8"" Waterproof Steel Toe Logger (M-BHS-CA9821-COP-10.5-EE)",M-BHS-CA9821-COP-10.5-EE,Carolina,,726363436651,M-BHS-CA9821-COP-10.5-EE,"Men's 8"" Waterproof Steel Toe Logger",,
MEDIUM,0.81,sku_match,6a772993-908a-4f8d-9d2c-7d913e1d3813,"Carolina Women's 6"" Waterproof Comp Broad Toe Work Boot (W-BHS-CA1620-COP-6.5-W)",W-BHS-CA1620-COP-6.5-W,Carolina,,726363510467,W-BHS-CA1620-COP-6.5-W,"Carolina Women's 6"" Waterproof Comp Broad Toe Work Boot",,
MEDIUM,0.78,sku_match,37e65f02-7c0d-4cf6-b0e5-e8044c9314ab,"Men's 8"" Waterproof Composite Broad Toe Work Boot (M-BHS-CA8528-KHA-10.5-EE)",M-BHS-CA8528-KHA-13-D,Carolina,,726363524600,M-BHS-CA8528-KHA-13-D,"Men's 8"" Waterproof Composite Broad Toe Work Boot",,
MEDIUM,0.78,sku_match,3aae99ad-4c58-43f9-b40e-9c8ade142a3e,"Men's 8"" Waterproof Composite Broad Toe Work Boot (M-BHS-CA8528-KHA-10.5-EE)",M-BHS-CA8528-KHA-13-EE,Carolina,,726363524495,M-BHS-CA8528-KHA-13-EE,"Men's 8"" Waterproof Composite Broad Toe Work Boot",,
MEDIUM,0.78,sku_match,3a34fdab-c588-41e1-b95e-49cea5e3a2ff,"Men's 8"" Waterproof Composite Broad Toe Work Boot (M-BHS-CA8528-KHA-10.5-EE)",M-BHS-CA8528-KHA-11.5-EE,Carolina,,726363524471,M-BHS-CA8528-KHA-11.5-EE,"Men's 8"" Waterproof Composite Broad Toe Work Boot",ok,
MEDIUM,1,sku_match,54a7ad7c-5872-4a2e-9c4d-be70df793b22,Cinch Jacket,M-MIN-MWV159101X-CHA-4XL,Cinch,"Miller International, Inc.",19254437324,M-MIN-MWV159101X-CHA-4XL,Cinch Jacket,Do Not Use,Bad UPC
