color_code,size,length,ss_new_name,ss_new_sku,ss_upc,ss_supply_price,note
CHA,38,30,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-38-30,051071266901,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,40,34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-40-34,084084494740,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,31,38,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-31-38,084084441379,32.9,In spreadsheet but not found in LS — needs CREATE
DST,40,30,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-40-30,084084392220,31.65,In spreadsheet but not found in LS — needs CREATE
PRE,3T,SLM,COWBOY CUT JEAN* CHILDRENS 1-7 PREWASH,B-Kon-1013MWZJP-3T-SLM,051071634830,13.5,In spreadsheet but not found in LS — needs CREATE
TAN,30,30,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-30-30,051071340342,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,50,30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-50-30,760609356273,34.15,In spreadsheet but not found in LS — needs CREATE
DST,27,36,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-27-36,084084358264,31.65,In spreadsheet but not found in LS — needs CREATE
SGB,42,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-42-32,084084240231,31.65,In spreadsheet but not found in LS — needs CREATE
TAN,35,36,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-35-36,051071509107,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,32,34,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-32-34,051071340465,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,46,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-46-30,760609356495,32.5,In spreadsheet but not found in LS — needs CREATE
SHB,38,34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-38-34,084084494696,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,36,36,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-36-36,084084494658,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,37,34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-37-34,051071769136,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,52,32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-52-32,760609356570,32.5,In spreadsheet but not found in LS — needs CREATE
PWI,34,38,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-34-38,051071128322,30.25,In spreadsheet but not found in LS — needs CREATE
BCH,31,30,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-31-30,084084784995,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,38,32,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-38-32,051071128391,29.0,In spreadsheet but not found in LS — needs CREATE
SHB,34,40,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-34-40,084084821126,31.25,In spreadsheet but not found in LS — needs CREATE
WHI,36,38,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-36-38,051071675802,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,36,40,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-36-40,084084821133,31.25,In spreadsheet but not found in LS — needs CREATE
AWS,34,38,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-34-38,760609586113,32.9,In spreadsheet but not found in LS — needs CREATE
