color_code,size,length,ss_new_name,ss_new_sku,ss_upc,ss_supply_price,note
TAN,31,38,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-31-38,051071340434,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,34,38,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-34-38,051071340588,31.25,In spreadsheet but not found in LS — needs CREATE
GBB,31,36,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-31-36,084084441362,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,31,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-31-30,051071128148,29.0,In spreadsheet but not found in LS — needs CREATE
TAN,30,34,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-30-34,051071340366,30.0,In spreadsheet but not found in LS — needs CREATE
WHI,31,30,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-31-30,051071675536,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,50,34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-50-34,760609356297,31.65,In spreadsheet but not found in LS — needs CREATE
PRE,10,HSK,COWBOY CUT JEAN* BOYS 8-18 PREWASH,B-Kon-1013MWZBP-10-HSK,084084993199,16.25,In spreadsheet but not found in LS — needs CREATE
RIG,50,34,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-50-34,051071393256,23.75,In spreadsheet but not found in LS — needs CREATE
BCH,38,36,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-38-36,084084785305,30.0,In spreadsheet but not found in LS — needs CREATE
BCH,44,34,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-44-34,672787732025,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,35,32,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-35-32,051071509084,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,46,30,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-46-30,084084392008,27.5,In spreadsheet but not found in LS — needs CREATE
AWS,31,30,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-31-30,760609585925,31.65,In spreadsheet but not found in LS — needs CREATE
CHA,36,36,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-36-36,051071266888,30.0,In spreadsheet but not found in LS — needs CREATE
RIG,54,34,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-54-34,051071393294,23.75,In spreadsheet but not found in LS — needs CREATE
CHA,33,30,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-33-30,051071266765,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,46,34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-46-34,084084821188,32.5,In spreadsheet but not found in LS — needs CREATE
CHA,44,32,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-44-32,084084391995,27.5,In spreadsheet but not found in LS — needs CREATE
SGB,32,40,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-32-40,672787249486,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,34,36,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-34-36,051071128315,29.0,In spreadsheet but not found in LS — needs CREATE
BCH,31,34,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-31-34,084084785015,30.0,In spreadsheet but not found in LS — needs CREATE
WHI,34,36,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-34-36,051071675710,30.0,In spreadsheet but not found in LS — needs CREATE
PRE,8,SLM,COWBOY CUT JEAN* BOYS 8-18 PREWASH,B-Kon-1013MWZBP-8-SLM,051071388191,15.0,In spreadsheet but not found in LS — needs CREATE
PRE,8,REG,COWBOY CUT JEAN* BOYS 8-18 PREWASH,B-Kon-1013MWZBP-8-REG,051071388207,15.0,In spreadsheet but not found in LS — needs CREATE
WHI,36,36,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-36-36,051071675796,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,38,30,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-38-30,084084441614,31.65,In spreadsheet but not found in LS — needs CREATE
AWS,34,36,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-34-36,760609586106,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,35,36,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-35-36,084084494610,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,40,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-40-32,084084240200,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,38,38,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-38-38,084084391865,30.25,In spreadsheet but not found in LS — needs CREATE
GBB,30,38,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-30-38,084084441324,32.9,In spreadsheet but not found in LS — needs CREATE
SHB,29,34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-29-34,084084494313,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,29,36,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-29-36,051071340328,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,30,34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-30-34,084084239853,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,44,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-44-30,051071540407,31.5,In spreadsheet but not found in LS — needs CREATE
SHB,33,34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-33-34,084084494511,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,38,38,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-38-38,760609586243,32.9,In spreadsheet but not found in LS — needs CREATE
SHB,54,34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-54-34,760609356617,30.0,In spreadsheet but not found in LS — needs CREATE
DST,38,38,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-38-38,084084392213,32.9,In spreadsheet but not found in LS — needs CREATE
PRE,5,SLM,COWBOY CUT JEAN* CHILDRENS 1-7 PREWASH,B-Kon-1013MWZJP-5-SLM,051071377867,13.5,In spreadsheet but not found in LS — needs CREATE
PWI,33,32,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-33-32,051071128254,29.0,In spreadsheet but not found in LS — needs CREATE
WHI,29,30,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-29-30,760609640068,30.0,In spreadsheet but not found in LS — needs CREATE
BCH,46,34,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-46-34,672787732049,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,32,36,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-32-36,084084441416,31.65,In spreadsheet but not found in LS — needs CREATE
BCH,36,32,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-36-32,084084785237,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,54,34,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-54-34,760609356471,29.0,In spreadsheet but not found in LS — needs CREATE
WHI,32,30,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-32-30,051071675581,30.0,In spreadsheet but not found in LS — needs CREATE
BCH,30,32,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-30-32,084084784957,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,38,30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-38-30,084084240163,31.65,In spreadsheet but not found in LS — needs CREATE
AWS,32,30,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-32-30,760609585970,31.65,In spreadsheet but not found in LS — needs CREATE
CHA,34,38,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-34-38,051071266840,31.25,In spreadsheet but not found in LS — needs CREATE
WHI,40,34,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-40-34,051071675864,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,28,30,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-28-30,672787249523,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,40,30,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-40-30,084084441669,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,31,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-31-30,084084494399,30.0,In spreadsheet but not found in LS — needs CREATE
BCH,35,36,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-35-36,084084785213,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,35,32,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-35-32,051071509114,30.0,In spreadsheet but not found in LS — needs CREATE
BCH,29,34,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-29-34,084084784919,30.0,In spreadsheet but not found in LS — needs CREATE
DST,40,32,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-40-32,084084358707,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,31,36,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-31-36,051071128179,29.0,In spreadsheet but not found in LS — needs CREATE
GBB,27,36,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-27-36,084084441201,31.65,In spreadsheet but not found in LS — needs CREATE
GBB,34,34,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-34-34,084084441508,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,28,34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-28-34,084084494283,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,29,36,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-29-36,084084239815,31.65,In spreadsheet but not found in LS — needs CREATE
BCH,32,34,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-32-34,084084785060,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,36,34,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-36-34,084084441584,31.65,In spreadsheet but not found in LS — needs CREATE
AWS,31,36,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-31-36,760609585956,31.65,In spreadsheet but not found in LS — needs CREATE
WHI,28,30,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-28-30,672787249677,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,31,40,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-31-40,084084944726,30.25,In spreadsheet but not found in LS — needs CREATE
CHA,29,30,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-29-30,760609723792,30.0,In spreadsheet but not found in LS — needs CREATE
DST,34,38,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-34-38,084084358585,32.9,In spreadsheet but not found in LS — needs CREATE
PWI,52,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-52-30,760609356426,31.5,In spreadsheet but not found in LS — needs CREATE
PRE,6,SLM,COWBOY CUT JEAN* CHILDRENS 1-7 PREWASH,B-Kon-1013MWZJP-6-SLM,051071377881,13.5,In spreadsheet but not found in LS — needs CREATE
DST,30,34,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-30-34,084084358363,31.65,In spreadsheet but not found in LS — needs CREATE
DST,35,32,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-35-32,084084392206,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,32,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-32-30,084084494443,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,38,38,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-38-38,084084494719,31.25,In spreadsheet but not found in LS — needs CREATE
SGB,31,38,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-31-38,084084239921,32.9,In spreadsheet but not found in LS — needs CREATE
GBB,38,36,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-38-36,084084441645,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,50,34,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-50-34,760609356419,29.0,In spreadsheet but not found in LS — needs CREATE
SHB,44,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-44-30,760609356488,32.5,In spreadsheet but not found in LS — needs CREATE
SHB,37,38,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-37-38,051071769150,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,36,34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-36-34,084084240132,31.65,In spreadsheet but not found in LS — needs CREATE
BCH,28,34,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-28-34,084084784889,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,42,30,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-42-30,084084392046,30.0,In spreadsheet but not found in LS — needs CREATE
PRE,11,REG,COWBOY CUT JEAN* BOYS 8-18 PREWASH,B-Kon-1013MWZBP-11-REG,051071388269,15.0,In spreadsheet but not found in LS — needs CREATE
SGB,28,36,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-28-36,084084239785,31.65,In spreadsheet but not found in LS — needs CREATE
TAN,31,32,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-31-32,051071340403,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,37,38,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-37-38,051071769105,29.0,In spreadsheet but not found in LS — needs CREATE
DST,29,30,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-29-30,760609639956,31.65,In spreadsheet but not found in LS — needs CREATE
BCH,46,32,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-46-32,672787732032,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,34,30,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-34-30,051071340540,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,32,36,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-32-36,051071128223,29.0,In spreadsheet but not found in LS — needs CREATE
PRE,3T,REG,COWBOY CUT JEAN* CHILDRENS 1-7 PREWASH,B-Kon-1013MWZJP-3T-REG,051071634847,13.5,In spreadsheet but not found in LS — needs CREATE
AWS,32,36,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-32-36,760609586007,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,40,32,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-40-32,051071352314,29.0,In spreadsheet but not found in LS — needs CREATE
BCH,38,38,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-38-38,084084785312,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,32,38,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-32-38,084084239976,32.9,In spreadsheet but not found in LS — needs CREATE
PWI,32,40,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-32-40,084084944733,30.25,In spreadsheet but not found in LS — needs CREATE
SHB,31,36,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-31-36,084084494429,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,36,38,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-36-38,051071266895,31.25,In spreadsheet but not found in LS — needs CREATE
DST,31,38,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-31-38,084084358431,32.9,In spreadsheet but not found in LS — needs CREATE
SGB,42,30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-42-30,084084392152,31.65,In spreadsheet but not found in LS — needs CREATE
RIG,44,38,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-44-38,051071611886,23.75,In spreadsheet but not found in LS — needs CREATE
AWS,40,32,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-40-32,760609586267,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,34,36,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-34-36,084084494573,30.0,In spreadsheet but not found in LS — needs CREATE
BCH,33,32,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-33-32,084084785107,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,31,40,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-31-40,084084821096,31.25,In spreadsheet but not found in LS — needs CREATE
TAN,44,32,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-44-32,084084392060,27.5,In spreadsheet but not found in LS — needs CREATE
PRE,7,SLM,COWBOY CUT JEAN* CHILDRENS 1-7 PREWASH,B-Kon-1013MWZJP-7-SLM,051071377904,13.5,In spreadsheet but not found in LS — needs CREATE
PRE,7,REG,COWBOY CUT JEAN* CHILDRENS 1-7 PREWASH,B-Kon-1013MWZJP-7-REG,051071377911,13.5,In spreadsheet but not found in LS — needs CREATE
PWI,28,36,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-28-36,051071128032,29.0,In spreadsheet but not found in LS — needs CREATE
WHI,34,38,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-34-38,051071675727,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,30,34,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-30-34,051071128117,29.0,In spreadsheet but not found in LS — needs CREATE
CHA,31,34,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-31-34,051071266680,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,30,32,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-30-32,084084441294,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,52,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-52-30,760609356563,32.5,In spreadsheet but not found in LS — needs CREATE
AWS,36,34,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-36-34,760609586175,31.65,In spreadsheet but not found in LS — needs CREATE
WHI,30,34,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-30-34,051071675505,30.0,In spreadsheet but not found in LS — needs CREATE
WHI,38,32,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-38-32,051071675826,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,28,36,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-28-36,760609585826,31.65,In spreadsheet but not found in LS — needs CREATE
WHI,35,32,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-35-32,051071675734,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,38,32,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-38-32,760609586212,31.65,In spreadsheet but not found in LS — needs CREATE
AWS,30,34,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-30-34,760609585895,31.65,In spreadsheet but not found in LS — needs CREATE
DST,28,36,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-28-36,084084358295,31.65,In spreadsheet but not found in LS — needs CREATE
GBB,35,36,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-35-36,084084441553,31.65,In spreadsheet but not found in LS — needs CREATE
DST,38,32,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-38-32,084084358677,31.65,In spreadsheet but not found in LS — needs CREATE
CHA,42,30,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-42-30,084084391971,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,27,34,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-27-34,051071340236,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,50,34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-50-34,760609356556,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,29,38,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-29-38,051071340335,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,40,36,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-40-36,051071703772,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,33,34,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-33-34,084084441454,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,29,36,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-29-36,051071128070,29.0,In spreadsheet but not found in LS — needs CREATE
TAN,40,34,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-40-34,051071438636,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,48,30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-48-30,760609356242,34.15,In spreadsheet but not found in LS — needs CREATE
WHI,33,36,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-33-36,051071675666,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,34,32,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-34-32,051071266819,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,29,36,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-29-36,760609585857,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,32,40,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-32-40,084084821102,31.25,In spreadsheet but not found in LS — needs CREATE
DST,29,36,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-29-36,084084358325,31.65,In spreadsheet but not found in LS — needs CREATE
WHI,42,30,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-42-30,084084502766,30.0,In spreadsheet but not found in LS — needs CREATE
DST,33,36,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-33-36,084084358523,31.65,In spreadsheet but not found in LS — needs CREATE
DST,32,38,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-32-38,084084358486,32.9,In spreadsheet but not found in LS — needs CREATE
CHA,38,36,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-38-36,051071438315,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,30,30,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-30-30,051071266611,30.0,In spreadsheet but not found in LS — needs CREATE
DST,42,30,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-42-30,084084392237,31.65,In spreadsheet but not found in LS — needs CREATE
TAN,38,34,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-38-34,051071340663,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,40,32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-40-32,084084494733,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,36,30,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-36-30,051071340595,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,33,34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-33-34,084084240002,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,31,38,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-31-38,051071128186,30.25,In spreadsheet but not found in LS — needs CREATE
GBB,28,34,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-28-34,084084441225,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,30,34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-30-34,084084494368,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,29,38,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-29-38,084084239822,32.9,In spreadsheet but not found in LS — needs CREATE
TAN,30,36,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-30-36,051071340373,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,36,34,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-36-34,051071128353,29.0,In spreadsheet but not found in LS — needs CREATE
