ID,Name,action,old_upc,new_upc,status,http_status,note
5c4d9cb7-e329-4cbd-8868-e196a55111a0,ASAP WEST WMN LS WORK SNAP SHIRT DENIM,USE_NEW,83624601303,083624601303,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""083624601303"", ""existing_code_UPC"": ""083624601303 already exists."", ""existing_code_UPC_id"": ""8a70f4d4-9cdc-4b43-a69f-f"
f332d478-f3b1-4cbb-9ef1-eda06b3cf9cb,ASAP WEST WMN LS WORK SNAP SHIRT DENIM,USE_NEW,83624601280,083624601280,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""083624601280"", ""existing_code_UPC"": ""083624601280 already exists."", ""existing_code_UPC_id"": ""23dbca5d-4e8a-4f02-8569-3"
6957663d-d76e-4bf1-92f6-a990f5125a06,Bronco-e Equine Fly Spray,USE_NEW,86621023284,086621023284,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""086621023284"", ""existing_code_UPC"": ""086621023284 already exists."", ""existing_code_UPC_id"": ""3f34d4b6-5f29-4834-a0a6-4"
bf1d6921-4fb6-44b4-88b1-92f6cf634a59,Boys Toddler Tumbled Brown Vamp With Saddle Vamp,AUTO_CORRECTED,52356641437,052356641437,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""052356641437"", ""existing_code_UPC"": ""052356641437 already exists."", ""existing_code_UPC_id"": ""611c88f4-a545-400c-a08e-1"
2d6d3ca6-83ae-42a8-aff2-bbad47f4e8ac,Big Boys Tan And Brown Patchwork Faux Ostrich,AUTO_CORRECTED,52356794102,052356794102,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""052356794102"", ""existing_code_UPC"": ""052356794102 already exists."", ""existing_code_UPC_id"": ""2c76dc48-0afc-407e-ae56-f"
9a2b0de2-a4a0-4a34-adf9-061f61ec40fa,Big Boys Tan And Brown Patchwork Faux Ostrich,AUTO_CORRECTED,52356794096,052356794096,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""052356794096"", ""existing_code_UPC"": ""052356794096 already exists."", ""existing_code_UPC_id"": ""14df083d-b84c-4cb5-9e63-b"
7e1d922d-f068-41a9-9263-885160b52d6b,Womens Chevron With Eagle Sole,USE_NEW,52356411375,052356411375,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""052356411375"", ""existing_code_UPC"": ""052356411375 already exists."", ""existing_code_UPC_id"": ""a1c30a5d-0af7-4298-b5f0-c"
1239b125-cf07-40c8-b523-79f1f0d5fa81,Womens Chevron With Eagle Sole,USE_NEW,52356411344,052356411344,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""052356411344"", ""existing_code_UPC"": ""052356411344 already exists."", ""existing_code_UPC_id"": ""b3ac9d29-d717-4b9d-b0cf-7"
7945331f-7202-4b4b-b3b1-1e21673a4da1,Fiebing's Saddle Oil,USE_NEW,25784301259,025784301259,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""025784301259"", ""existing_code_UPC"": ""025784301259 already exists."", ""existing_code_UPC_id"": ""b0b730c9-7fbd-4152-8f67-6"
3c9a9f99-fd17-4eb3-9663-ffe8e9ef1193,"Georgia Boot Muddog 12 "" Pull On Work Boot",USE_NEW,43538525430,043538525430,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""043538525430"", ""existing_code_UPC"": ""043538525430 already exists."", ""existing_code_UPC_id"": ""b5cb3f20-2963-4758-8b27-a"
