ID,Name,UPC,Auto-Generated,Custom 1,Custom 2,Product Category,Variant_option_one_name,Variant_option_one_value,Variant_option_two_name,Variant_option_two_value,Variant_option_three_name,Variant_option_three_value,Variant_option_four_name,Variant_option_four_value,Tags,Supply price,Retail price,Brand,Supplier,Supplier Code,Active,Track Inventory,Family ID,embedded_sku
4129db00-cd90-478d-8980-1bc5934081ad,Rock & Roll Denim Raised Denim Emb Bootcut (K-WMA-BB0BD03103-MED-7),196692868803,K-WMA-BB0BD03103-MED-4,K-WMA-BB0BD03103-MED-4,,Apparel - Jeans,Color,Medium Vintage,Size,4,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,59.95,Rock & Roll Denim,Westmoor Manufacturing,,True,True,dca04f33-ebd7-4257-9596-08db3e908c30,K-WMA-BB0BD03103-MED-7
5450239d-0bef-432f-9c6e-48b72f49ab0d,Rock & Roll Denim Raised Denim Emb Bootcut (K-WMA-BB0BD03103-MED-7),196692868858,K-WMA-BB0BD03103-MED-10,K-WMA-BB0BD03103-MED-10,,Apparel - Jeans,Color,Medium Vintage,Size,10,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,59.95,Rock & Roll Denim,Westmoor Manufacturing,,True,True,dca04f33-ebd7-4257-9596-08db3e908c30,K-WMA-BB0BD03103-MED-7
0eba0de5-e364-4eda-bc71-71130a9710e3,Dark Vintage Two Tone Stitch Bootcut (K-WMA-BB0BD04971-DAR-5),197815236905,K-WMA-BB0BD04971-DAR-5,K-WMA-BB0BD04971-DAR-5,,Apparel - Jeans,Color,Dark Vintage,Size,5,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,41.97,Rock & Roll Denim,Westmoor Manufacturing,,True,True,93650fa4-c29f-4352-bd65-1558b754167a,K-WMA-BB0BD04971-DAR-5
cfec3700-1080-48a5-ba46-8c3a6c28466f,Dark Vintage Two Tone Stitch Bootcut (K-WMA-BB0BD04971-DAR-5),197815236967,K-WMA-BB0BD04971-DAR-14,K-WMA-BB0BD04971-DAR-14,,Apparel - Jeans,Color,Dark Vintage,Size,14,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,41.97,Rock & Roll Denim,Westmoor Manufacturing,,True,True,93650fa4-c29f-4352-bd65-1558b754167a,K-WMA-BB0BD04971-DAR-5
e0197a95-2fa5-4892-87c7-668abd2e61fd,Dark Vintage Two Tone Stitch Bootcut (K-WMA-BB0BD04971-DAR-5),197815236936,K-WMA-BB0BD04971-DAR-8,K-WMA-BB0BD04971-DAR-8,,Apparel - Jeans,Color,Dark Vintage,Size,8,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,41.97,Rock & Roll Denim,Westmoor Manufacturing,,True,True,93650fa4-c29f-4352-bd65-1558b754167a,K-WMA-BB0BD04971-DAR-5
eed4dc5c-4a29-4838-b58b-e23f37e92f4b,Rock & Roll Denim Two Tone Emb Bootcut (K-WMA-BB0BD05575-DAR-18),197815363984,K-WMA-BB0BD05575-DAR-10,K-WMA-BB0BD05575-DAR-10,,Apparel - Jeans,Color,Dark Vintage,Size,10,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,59.95,Rock & Roll Denim,Westmoor Manufacturing,,True,True,707bae35-6312-4155-b4b6-1e2869576349,K-WMA-BB0BD05575-DAR-18
0b80121e-2d6a-4915-bfa7-819fa60d2333,Rock & Roll Denim Two Tone Emb Bootcut (K-WMA-BB0BD05575-DAR-18),197815363977,K-WMA-BB0BD05575-DAR-8,K-WMA-BB0BD05575-DAR-8,,Apparel - Jeans,Color,Dark Vintage,Size,8,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,59.95,Rock & Roll Denim,Westmoor Manufacturing,,True,True,707bae35-6312-4155-b4b6-1e2869576349,K-WMA-BB0BD05575-DAR-18
1811016e-c66a-4280-810d-db1d4e9d613b,Rock & Roll Denim Two Tone Emb Bootcut (K-WMA-BB0BD05575-DAR-18),197815364028,K-WMA-BB0BD05575-DAR-18,K-WMA-BB0BD05575-DAR-18,,Apparel - Jeans,Color,Dark Vintage,Size,18,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,59.95,Rock & Roll Denim,Westmoor Manufacturing,,True,True,707bae35-6312-4155-b4b6-1e2869576349,K-WMA-BB0BD05575-DAR-18
70b2c883-7806-4210-b3d7-7594ee2f31f9,Rock & Roll Denim Two Tone Emb Bootcut (K-WMA-BB0BD05575-DAR-18),197815363991,K-WMA-BB0BD05575-DAR-12,K-WMA-BB0BD05575-DAR-12,,Apparel - Jeans,Color,Dark Vintage,Size,12,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,59.95,Rock & Roll Denim,Westmoor Manufacturing,,True,True,707bae35-6312-4155-b4b6-1e2869576349,K-WMA-BB0BD05575-DAR-18
793d2d43-e523-4fdb-9492-c089bb045483,Rock & Roll Denim Two Tone Emb Bootcut (K-WMA-BB0BD05575-DAR-18),197815363946,K-WMA-BB0BD05575-DAR-5,K-WMA-BB0BD05575-DAR-5,,Apparel - Jeans,Color,Dark Vintage,Size,5,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,59.95,Rock & Roll Denim,Westmoor Manufacturing,,True,True,707bae35-6312-4155-b4b6-1e2869576349,K-WMA-BB0BD05575-DAR-18
