source,ls_product_id,sku,new_name,color_code,size,length,ls_barcode,ss_upc,upc_match,ls_supply_price,ss_supply_price,supply_match,ls_retail_price,status
per_color_family,e918b627-adc4-4f73-9334-0e3c473792aa,M-Kon-1013MWZWK-44-30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,44,30,760609356488,760609356488,True,32.5,32.5,True,65.95,CLEAN
per_color_family,c8b82950-2467-4bee-b3b4-176e8ed4ac35,M-Kon-1013MWZWK-44-32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,44,32,084084821157,084084821157,True,32.5,32.5,True,65.95,CLEAN
per_color_family,18551309-b48b-4cef-b219-454df6e281ed,M-Kon-1013MWZWK-44-34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,44,34,084084821164,084084821164,True,32.5,32.5,True,65.95,CLEAN
per_color_family,86a8df8d-e4a5-45ba-b9fa-5704a444454c,M-Kon-1013MWZWK-46-30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,46,30,760609356495,760609356495,True,32.5,32.5,True,65.95,CLEAN
per_color_family,a8642aa9-11ce-4632-85b3-c5f6aacf6cb3,M-Kon-1013MWZWK-46-32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,46,32,084084821171,084084821171,True,32.5,32.5,True,65.95,CLEAN
per_color_family,448dfd61-dfec-4346-86b6-420575c504cc,M-Kon-1013MWZWK-46-34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,46,34,084084821188,084084821188,True,32.5,32.5,True,65.95,CLEAN
per_color_family,7bacec36-e45b-41ac-ace8-14849d4e5b38,M-Kon-1013MWZWK-48-30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,48,30,760609356501,760609356501,True,32.5,32.5,True,65.95,CLEAN
per_color_family,b72021bb-5170-4b1e-97b8-3ba15b0e330e,M-Kon-1013MWZWK-48-32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,48,32,760609356518,760609356518,True,32.5,32.5,True,65.95,CLEAN
per_color_family,c790bd27-8c12-4f0e-9752-60a2e181e9aa,M-Kon-1013MWZWK-48-34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,48,34,760609356525,760609356525,True,32.5,32.5,True,65.95,CLEAN
per_color_family,654f31bf-e0a7-4a31-abcc-d2deadee2e46,M-Kon-1013MWZWK-50-30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,50,30,760609356532,760609356532,True,32.5,32.5,True,65.95,CLEAN
per_color_family,cc0154e1-ccde-4317-b417-3212bfbded23,M-Kon-1013MWZWK-50-32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,50,32,760609356549,760609356549,True,32.5,32.5,True,65.95,CLEAN
per_color_family,b0203a2b-0800-42de-acec-3eeae731159b,M-Kon-1013MWZWK-50-34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,50,34,760609356556,760609356556,True,30.0,30.0,True,59.95,CLEAN
per_color_family,2098482d-5b6e-4816-8087-8636d903be77,M-Kon-1013MWZWK-52-30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,52,30,760609356563,760609356563,True,32.5,32.5,True,65.95,CLEAN
per_color_family,8f87ecb8-10e8-4600-a54f-7e3b345618e4,M-Kon-1013MWZWK-52-32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,52,32,760609356570,760609356570,True,32.5,32.5,True,65.95,CLEAN
per_color_family,7947c6c7-a551-4948-a223-3f09869ed361,M-Kon-1013MWZWK-52-34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,52,34,760609356587,760609356587,True,30.0,30.0,True,59.95,CLEAN
per_color_family,1826d870-a55d-40ed-9947-cba5fc2a4eb3,M-Kon-1013MWZWK-54-30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,54,30,760609356594,760609356594,True,30.0,30.0,True,59.95,CLEAN
per_color_family,10236924-bb84-4dfe-9031-5922105dad84,M-Kon-1013MWZWK-54-32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,54,32,760609356600,760609356600,True,30.0,30.0,True,59.95,CLEAN
per_color_family,c7133428-5acb-4cd7-9427-89e298c3572b,M-Kon-1013MWZWK-54-34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,SHB,54,34,760609356617,760609356617,True,30.0,30.0,True,59.95,CLEAN
per_color_family,774bed1b-0d9a-4cf4-986e-00f0cd5571a0,M-Kon-1013MWZGK-27-34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,SGB,27,34,084084239747,084084239747,True,31.65,31.65,True,63.95,CLEAN
per_color_family,104eff8a-3f8a-4a67-a8c6-83f81bf86054,M-Kon-1013MWZGK-27-36,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,SGB,27,36,084084239754,084084239754,True,31.65,31.65,True,63.95,CLEAN
per_color_family,415b7b56-95f0-4124-b86f-c624298247af,M-Kon-1013MWZGK-28-30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,SGB,28,30,672787249462,672787249462,True,31.65,31.65,True,63.95,CLEAN
per_color_family,a23f0f30-9511-4d8a-a4ad-0b7c7b559406,M-Kon-1013MWZGK-28-32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,SGB,28,32,084084239761,084084239761,True,31.65,31.65,True,63.95,CLEAN
per_color_family,f62ad03b-face-4da3-93fd-9450340b2bb8,M-Kon-1013MWZGK-28-34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,SGB,28,34,084084239778,084084239778,True,31.65,31.65,True,63.95,CLEAN
per_color_family,55137aec-b710-49b6-8bff-73fa60e59c81,M-Kon-1013MWZGK-28-36,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,SGB,28,36,084084239785,084084239785,True,31.65,31.65,True,63.95,CLEAN
per_color_family,f3200788-6c91-430e-9b53-2d622853a4e9,M-Kon-1013MWZGK-29-30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,SGB,29,30,760609761336,760609761336,True,31.65,31.65,True,63.95,CLEAN
per_color_family,4deb707b-0424-457d-a5aa-eb482b8e2300,M-Kon-1013MWZGK-29-32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,SGB,29,32,084084239792,084084239792,True,31.65,31.65,True,63.95,CLEAN
per_color_family,ce828ddd-fdd7-423f-b96e-d387cf1b37e4,M-Kon-1013MWZGK-29-34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,SGB,29,34,084084239808,084084239808,True,31.65,31.65,True,63.95,CLEAN
per_color_family,169e6c8e-5a47-4ba2-b5f1-bd52c78b8aed,M-Kon-1013MWZGK-29-36,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,SGB,29,36,084084239815,084084239815,True,31.65,31.65,True,63.95,CLEAN
